id,heartbeat_signals
25,"-0.03901385908864857,-0.03372279954918317,-0.02899696327592327,-0.02702622993579784,-0.026592920133249154,-0.026808784042935685,-0.02768221660366149,-0.028928240755273643,-0.029981747001212394,-0.030766964737455993,-0.031363967470390386,-0.0316316144617734,-0.031500941610614785,-0.031401209479379494,-0.031749878836791035,-0.03228712376492096,-0.032752310297055776,-0.033327066431148744,-0.034306169457169244,-0.035327294355694205,-0.03559921873835514,-0.03522227114544646,-0.03476902183730146,-0.03446140682271759,-0.0343341638057148,-0.034213332175469846,-0.03383129725083883,-0.03305811332854652,-0.03197410075111329,-0.030605881330537543,-0.028889529983424478,-0.026647860568919574,-0.022288130742637968,-0.013447368606817944,-0.00023916765038584087,0.0154488189251889,0.03390418162421652,0.056852306031043354,0.08254718485965337,0.10515736636342735,0.11999240466624592,0.1266612614947475,0.12746691995038187,0.12516430877751852,0.12198632485561076,0.11906996630961382,0.11634934490360596,0.11310015018953223,0.10907908419803408,0.10475214328779214,0.09944822460816971,0.0913289702084776,0.08014014290927218,0.06727686874559341,0.05382953456357953,0.04012191621419528,0.026200821439410493,0.013003518851307683,0.0020695001691932446,-0.006046723104345508,-0.012171010742728194,-0.01742066608021514,-0.021722068680558648,-0.024309271277416056,-0.025183420348442398,-0.025125135291811818,-0.024753361331435353,-0.02414211993116283,-0.023499196189050275,-0.023270027510280733,-0.023468817788558527,-0.023677053440157192,-0.023548983683302882,-0.02261229136186471,-0.020523175258483017,-0.018078762717265662,-0.01679656669596563,-0.01760329317484105,-0.020306298447207827,-0.02348269085906507,-0.02527445035350817,-0.02497679309376727,-0.02347251176633597,-0.02242940555828299,-0.02291556235632075,-0.024268227935951292,-0.025121876369008533,-0.025127764428688526,-0.024673020207997498,-0.02373637434132464,-0.022430145274521363,-0.021512596172822196,-0.02128612064672336,-0.02144485633845361,-0.021792037164412748,-0.022176451939358577,-0.022222602695405214,-0.02175417745241187,-0.021113268810888486,-0.02073292129894777"
26,"-0.026258653142338273,-0.023632222560821592,-0.02180841131241784,-0.02160592810530315,-0.022237333125858183,-0.023145084585163733,-0.023775807828717077,-0.02372692508711971,-0.023110500290720593,-0.022361578933436488,-0.021917703999830895,-0.02176826173833246,-0.021338826309686754,-0.020693238388226065,-0.02052870867303519,-0.020698511122151764,-0.020601666293253384,-0.0203708360118946,-0.020539424627692926,-0.021143833082567787,-0.021596547769817898,-0.02177649940419779,-0.022130695844424175,-0.02271526420520209,-0.02311925498035966,-0.02322953343737144,-0.023564495878917513,-0.02443071591850482,-0.025349171743892285,-0.025754429170622373,-0.025660751444189,-0.025229949854065625,-0.024507330128568372,-0.0235993873671147,-0.022549985809467044,-0.021643551312938714,-0.021368526023265555,-0.02132902518542179,-0.020613813468141173,-0.018941856731097495,-0.015976620511380546,-0.011078251085221646,-0.0036723924418952114,0.006567917350044472,0.019310931176252183,0.03403944639110462,0.05023688883586802,0.06659299743458524,0.0809096767791184,0.09171580568150448,0.09900328642496506,0.10313681579802175,0.10456348507713087,0.10410797819694426,0.10269553376555882,0.10085825215333993,0.09839803044469025,0.09476694727707508,0.08953287283957648,0.0830701033568148,0.07670368873677003,0.07137662672665818,0.06698495205930677,0.06294364537169109,0.058852298213390664,0.05488556160471386,0.05110775634230133,0.046816811147219,0.041567829762654274,0.03609695472730537,0.03140102595738603,0.0274270125332039,0.02295446101070281,0.01668135756987249,0.008357759698105538,-0.0016740698308265745,-0.0128042145776871,-0.023365364866727967,-0.031510407248861116,-0.036936012698391085,-0.04054125640320605,-0.04310491438892089,-0.04528562543228187,-0.04759404234740827,-0.04964909982318311,-0.050934536854717605,-0.05193342651056898,-0.0530234705330862,-0.05343595088244596,-0.05242558012702875,-0.050594349188100796,-0.04900854847512226,-0.047767349246962465,-0.04656977879974561,-0.045653109937145,-0.04536238916144125,-0.045600520470792716,-0.04661577397741701,-0.04909265885490793,-0.0520807548722394"
27,"-0.04432512891953297,-0.04070124362068864,-0.038228815368963665,-0.03790115410480013,-0.037961245578665676,-0.03771383740908646,-0.03749804526381975,-0.03765278230513547,-0.038008961819810144,-0.03804150413655541,-0.03751235654118498,-0.03633214137976307,-0.03459135469257976,-0.03309249055241953,-0.0323092937906381,-0.03163016982444994,-0.030208791359558645,-0.027916713930654286,-0.025753952903012356,-0.02480026300973817,-0.02476954807685086,-0.024903503188765302,-0.02494867658535399,-0.02455984800632871,-0.023713075470947392,-0.02289374038708833,-0.022728292572585962,-0.023936469541074562,-0.026002646027073167,-0.027488260807498333,-0.028078032229972877,-0.028388933224229806,-0.02847882881993949,-0.028230097592264358,-0.027970442583517385,-0.0274528989292519,-0.025364691631139052,-0.02020068935215552,-0.01152128654094034,-0.0009016800996118624,0.009223350780429768,0.01820298241558338,0.027433590424367105,0.03867289271648977,0.05295012573680352,0.07008377603473387,0.08840193919845168,0.10552285215908253,0.11955541481265117,0.12976628807541704,0.13659735051171734,0.1409902665796204,0.14388580538372875,0.1454596781417276,0.14507055938048527,0.14242973422012759,0.13810037717649482,0.13256085922757893,0.1256183893389638,0.1169674698895517,0.10623529715350882,0.09294460781374314,0.07714932584235712,0.05972035553871394,0.041698032404389185,0.023684059555672987,0.0065361822058541685,-0.00705144871421251,-0.013901593950472635,-0.013938537094329795,-0.010286310289551154,-0.00689620699374327,-0.00651809933937561,-0.009694568157979644,-0.015298367402278301,-0.021576171833350616,-0.027309488417014527,-0.032092150357246274,-0.03570509697864374,-0.03798087531723776,-0.03931176490865618,-0.04039452438001728,-0.04142982855660898,-0.04216893737959623,-0.042630017919490615,-0.0431589678113449,-0.044201411788016204,-0.045942013291155936,-0.04787308520769834,-0.049450998752944425,-0.05090123529243551,-0.05255389180751016,-0.054432237683476326,-0.056366677921696695,-0.05811628634244656,-0.05982384303327454,-0.06165262492364912,-0.0631535340725356,-0.06412556035194361,-0.06481331827066825"
28,"-0.0640088231648695,-0.05980622686586634,-0.05662132573264533,-0.05580021343941449,-0.055573781703483816,-0.05485720746555017,-0.053928168988719105,-0.053301214674045416,-0.0527874974929845,-0.05193718737399117,-0.050758314254837456,-0.04934129254002412,-0.04755693516946852,-0.04545078392925084,-0.04331277375597414,-0.04154828226045848,-0.04048412200422302,-0.03998707985966593,-0.03944950320602297,-0.03829721072207404,-0.036529072963895126,-0.0346189027517258,-0.032882820860883455,-0.031370115251158404,-0.030071598324497628,-0.028706862834393998,-0.026787032315849724,-0.023771811623983785,-0.018647293735227555,-0.010247500811485455,0.0016757239203283314,0.016274396134655977,0.03244264301354627,0.04905594882086156,0.06476521304141661,0.07848961882174699,0.09002457010423762,0.0996163203133858,0.1070432643095226,0.11216601796580308,0.11538019870531985,0.11691136416301487,0.11633811279450229,0.11335758162376772,0.10842882011944663,0.1021889212344062,0.09522068054114222,0.0880718424964205,0.08075600661563864,0.07280216097907227,0.06438398837422396,0.05689786412363873,0.051241544123262595,0.04671803480984282,0.04231496731530898,0.03784132114438993,0.03366207670970467,0.03023288618934522,0.02757979352648887,0.025307184019712048,0.023397330519984882,0.021777050551940902,0.01972373045146819,0.017045352033894734,0.014485715313471093,0.012409155652764181,0.010674136030714765,0.009494611498715777,0.009026911225748113,0.008882167009567454,0.008414112755942227,0.0069364027508661,0.003970515557062848,-0.0010289332409647578,-0.008096333003253742,-0.015740984592626295,-0.02205519474976808,-0.02637436766708523,-0.028986681678396298,-0.030465915692378553,-0.03176053398821704,-0.03389423829462934,-0.03680813636689101,-0.039450297227387854,-0.041288142899572056,-0.04248903276253735,-0.043330607688549405,-0.04415126906186351,-0.04514318249060972,-0.045894570657322886,-0.04564541898418384,-0.04433543622134872,-0.04277368371039236,-0.041670917113215133,-0.04117039082485724,-0.0414069295118944,-0.042669402358838926,-0.04452387425535814,-0.046280200063612775,-0.04755062622383899"
29,"-0.03563516119710779,-0.031824364821299064,-0.02915222176782508,-0.02911473541862397,-0.02982753536773674,-0.030039984551961926,-0.029629575332745427,-0.028755241021667217,-0.027733704696996805,-0.027009978869283392,-0.026976316490163875,-0.027548371069854187,-0.02818405406584123,-0.028556184619217037,-0.029035474089065157,-0.03002340060136305,-0.031320316486325814,-0.032584516785095906,-0.03333173531889634,-0.03290858640656242,-0.031252672007348034,-0.02920767964747964,-0.027611108804993185,-0.026512707256609147,-0.025370684502157896,-0.023629094587400937,-0.020596076175721137,-0.01618338103368832,-0.011777581704027734,-0.008532865793850784,-0.006270291708242795,-0.004499143259944542,-0.003217322384387246,-0.0026934416253935473,-0.0025443966711479263,-0.0020788032916261856,-0.0014645643188420307,-0.0011701910722010309,-0.0011173011488726098,-0.0010863141572066484,-0.0004893922983768284,0.002038923866109356,0.007853770645446123,0.017761030009403003,0.031996141231082485,0.04954806249086795,0.06793925742635049,0.08397129885216038,0.09528556679836545,0.10141280247142095,0.10322958035505815,0.10255123006048998,0.10119594385187969,0.09936453176572885,0.09664846366461255,0.09380584878842683,0.09168420781245934,0.08992991943332615,0.08769800161106255,0.08439068364754407,0.07978943139193509,0.07356865311495264,0.0653804798439081,0.05571875910448905,0.04561184709953952,0.03600025280427133,0.027564840668897257,0.020853185986218742,0.015991273037392936,0.012072829703751502,0.00823946695443191,0.004600033630368781,0.0013181469754767056,-0.001998342998899949,-0.00602286016448899,-0.011536304079988693,-0.018276883521448482,-0.024537402146124376,-0.02925831926132797,-0.03278673579640858,-0.03555724977637954,-0.037343285042160106,-0.03800872456881298,-0.03804088875207164,-0.03789544742258905,-0.037933722841449746,-0.0384197236525581,-0.039095735480831034,-0.039668694115308725,-0.04049211929830891,-0.042001836193193615,-0.044110832660854214,-0.04648100091012414,-0.048761556924330256,-0.05067234367143817,-0.05191369671689196,-0.052541378884998,-0.05330375615575515,-0.05492654158053509,-0.05693261005299984"
30,"-0.039972236156998076,-0.03542829880166151,-0.030985977468187043,-0.02837707947968604,-0.02687673111943023,-0.02619048867826118,-0.02590894153106771,-0.025301519918480952,-0.024628951865924453,-0.02517127990872403,-0.027731428846779427,-0.03177120926168789,-0.036122968100479325,-0.03948747966807814,-0.040607185907364035,-0.03960516772016551,-0.038159904877778095,-0.037013191937928985,-0.03515028467296222,-0.032344514139971636,-0.029647378623620074,-0.027128535008735577,-0.02404014361805759,-0.020513553070514,-0.01759586611168712,-0.015962916984442937,-0.014993374253890912,-0.013875807824725167,-0.01284480381716016,-0.012307489847691339,-0.011935578406593567,-0.010656734308785193,-0.006826367708672204,0.0005873658363637346,0.01140279911390138,0.025467111129072934,0.042191828210792426,0.05936242546052409,0.07452521754041594,0.08642448907912303,0.09493028437700538,0.10077660961919246,0.10484109900542121,0.10741077580803737,0.10869979864566656,0.10896377152208342,0.10787726785816523,0.10502724771830932,0.10052658128290562,0.09435984041327886,0.08611616450676146,0.07561877550395354,0.06339124587597061,0.05021457005230312,0.03631859433918011,0.02172023183076882,0.006913991198565006,-0.007155727199900208,-0.019021765769199894,-0.027173933839967468,-0.031242804996962248,-0.032290057076995476,-0.031766561922314696,-0.030032554298484393,-0.026767278840492043,-0.022501202783484886,-0.018351908972315534,-0.015104180099104997,-0.013224123207526639,-0.012781360943989961,-0.013365117839898799,-0.01448077970469408,-0.01576620162396672,-0.016904422316696643,-0.017329715194501327,-0.01664349860164585,-0.015228652943354126,-0.013494786242702034,-0.011731487070882368,-0.01051633733271104,-0.010124359122856919,-0.010366252398825854,-0.010901774467505537,-0.011436383255485377,-0.012060308596860386,-0.01314582081304641,-0.014736711967022975,-0.016477779285069855,-0.01823104946841958,-0.019921715567538134,-0.021051131671865758,-0.02135135173538269,-0.021462694818546596,-0.02203573573216258,-0.022774274024793234,-0.023406814856015784,-0.024232725502179447,-0.025494641996405193,-0.02724906522310319,-0.02916964695669924"
31,"-0.2116501337388238,-0.20626639367999988,-0.20034201236142835,-0.1955143492716257,-0.1916301472728309,-0.1881420703461586,-0.1849968635460234,-0.18229296251559746,-0.18000998222652853,-0.178157151940313,-0.17652386902474293,-0.17487716562279954,-0.17316171451253193,-0.1716520386194601,-0.17034194123437263,-0.16861467611130565,-0.16679313516735028,-0.16599434006050828,-0.1664240174783993,-0.16835715478112323,-0.17295732664733687,-0.17963723862089476,-0.18447458433093267,-0.18250615816899995,-0.17001566545956226,-0.1450705883995128,-0.1085485116369842,-0.0648345849120806,-0.0194423838313752,0.024255767542153972,0.06632016098211602,0.1095380109635068,0.15615378648254485,0.20417211868124208,0.24778103340695856,0.28127817336662536,0.30260208893340146,0.31339870442924667,0.31641503463790643,0.31430556119869457,0.309576184720834,0.30372898828840933,0.29734778239149096,0.2911153715380137,0.2856067535608896,0.2806400993393682,0.27604274400983453,0.2721240202273394,0.26880446237873484,0.2656023494207987,0.26235531185319994,0.25900044771545694,0.2555649375902334,0.25263243766244053,0.2506311331022877,0.24926696137693277,0.24796793200235456,0.2462450936229149,0.2435691810014804,0.23959430341675386,0.23418592895641954,0.22635002871755155,0.21419689107312784,0.19684594595552862,0.17458195400735754,0.14749621211786257,0.11627937233445218,0.0834158910044126,0.05221092341240152,0.02493417526955266,0.0019019940023186077,-0.01788749098620379,-0.035584803847555246,-0.05174591850117771,-0.06653195810434365,-0.08047647090338061,-0.09439265710327083,-0.10850661889746516,-0.12226051859008125,-0.1351721013377144,-0.14724333233911957,-0.15821357463115004,-0.16740347894193575,-0.17434364213650666,-0.17935214221210416,-0.1832342791503142,-0.1861920089568898,-0.18797445084772468,-0.18893766949352075,-0.1897577522591425,-0.19062077852194437,-0.1911568474615758,-0.19065681496015097,-0.1890674377723106,-0.18723927589390355,-0.18530832890847304,-0.18293000030207285,-0.179855287186083,-0.17522076654363017,-0.16954068438577374"
32,"-0.18467744539254483,-0.18866643063063082,-0.19164986042012588,-0.19290623150515462,-0.19364272690167372,-0.1945000134648709,-0.19557018497846979,-0.19678121727763165,-0.19789400372688903,-0.19886257584350575,-0.20000951401645073,-0.20148496851036846,-0.20313313014312584,-0.20498588711640264,-0.20707508398625074,-0.20892502804252522,-0.21059140478457372,-0.21262594611772268,-0.21455376078554855,-0.21553508492041495,-0.21541319385664603,-0.214332783142827,-0.21266885589299267,-0.21102267481213832,-0.20946169157794137,-0.20707485336382858,-0.20181271314612614,-0.18977996006635955,-0.16600770959843303,-0.1271025151161692,-0.0735544745574358,-0.009871725215133575,0.05899256062054159,0.1310884622785951,0.20624818276303813,0.28190555785873406,0.3501806458752473,0.40082252944382585,0.42789824389254927,0.4327719381472879,0.42217764350085585,0.40436832365900055,0.3853363939930557,0.3675480576985838,0.3513019778216042,0.33611125033204103,0.3222830026891617,0.3113564726693366,0.30376845638882877,0.2978739488983468,0.2921985028885435,0.286792179383793,0.2820389767507909,0.2772368483453643,0.2713215611515046,0.2648175634574157,0.2593077178258908,0.2551886503343441,0.251804490252018,0.2491852186648893,0.24850796805595288,0.2502287265985838,0.2522428099734114,0.2521435863077052,0.2500991535182158,0.24694624260967502,0.24160165491374397,0.2316641703062759,0.21594436966316788,0.1954959703428199,0.17126003601649864,0.14343686402612082,0.11324471823422189,0.08268686085921673,0.05345027053731377,0.026094207286547433,1.2292966679261497e-05,-0.025539554963238786,-0.05053956245100044,-0.0744661845104474,-0.09755444272628067,-0.12074664839373994,-0.14433300027741225,-0.16755113666933252,-0.1895958635230186,-0.2102398099246391,-0.2291991303322276,-0.24628848220788668,-0.26160244958583145,-0.27485560822289434,-0.28624936528878087,-0.29705664489022465,-0.30800093358478675,-0.3187104915676203,-0.3287998227721477,-0.33827001370247267,-0.347100092268366,-0.35530959266585305,-0.363115963466362,-0.36968681689599936"
33,"-0.16485070343378355,-0.16648601542988922,-0.16767822977155183,-0.16795829422157288,-0.16791764766065553,-0.16789759443840163,-0.16809088922497267,-0.16830529542191575,-0.1682290047330791,-0.1680042660499233,-0.16798780138049574,-0.16828497811073356,-0.1685386591512696,-0.16847206814997118,-0.16832254400590757,-0.16847829584055662,-0.16869363926408049,-0.16829786594540835,-0.16747341611040922,-0.1668917844394875,-0.16646877307231905,-0.1658876416783685,-0.16554548059637103,-0.16563961485149836,-0.165519446485553,-0.16483453920614455,-0.1641509455285205,-0.16415439006009191,-0.16424273710885584,-0.16257262908597409,-0.15712356047852627,-0.14425904010630786,-0.11750322180748579,-0.0707665686376539,-0.003446895517496551,0.07795907224641346,0.16270200836618365,0.24026128523323365,0.3037231064375468,0.3505438379821506,0.38140404365789543,0.39858761805651544,0.40480594339102466,0.40283260570104634,0.39548222205528344,0.3853214807666747,0.37388778466697525,0.36166137580137464,0.3493844533426781,0.33802575784239425,0.32786944399114365,0.31868087825818137,0.3100821025521373,0.30176593266480356,0.2937038442028295,0.2861804249753327,0.2794602571161363,0.27324761914024304,0.2671901356770198,0.2611832318504129,0.2549222400115195,0.24835895975053557,0.24199782831658634,0.23613142625143874,0.2301270912066955,0.22319735340716546,0.2154964638215331,0.20794936729672797,0.20099079986468932,0.19340038658192704,0.18212441366652543,0.16323585166419835,0.13459522575911947,0.09789628622421254,0.058043405377275425,0.020126546367121634,-0.013743594261544811,-0.044485638272591,-0.07348499305745593,-0.1010747251916248,-0.1270961879911281,-0.1513319405811746,-0.17313382271326777,-0.19183247575963508,-0.20756102052198921,-0.22145965051697297,-0.2349832707052416,-0.24827961407655874,-0.26040031556918314,-0.27066818211031796,-0.2790659527931653,-0.28593003668667016,-0.2913685341483593,-0.29522650644069154,-0.29755172688650866,-0.29890818924419105,-0.2998673607715889,-0.29968127642302905,-0.2966786448829811,-0.2917519749317986"
34,"-0.29524990825054187,-0.2929199322449877,-0.2902328042893162,-0.2873610297669821,-0.28452352373873746,-0.281740283029163,-0.2788953853163486,-0.2758495639104691,-0.27285038051842647,-0.2703591637601964,-0.2684682144355607,-0.2668396930079423,-0.265046077627093,-0.26271869337930964,-0.2597593860712576,-0.25673995574764386,-0.2543774699224094,-0.25260555405878427,-0.25086787303360947,-0.24834857908230246,-0.24358661347212907,-0.2341718212130376,-0.21678545049036158,-0.1887315161800165,-0.1490704408448954,-0.09758432765943559,-0.033621185905200246,0.04327621981496499,0.12904456010909338,0.21289103259717845,0.28345918879282217,0.3346135278127509,0.3652273630850904,0.3782155580759968,0.37945909824620366,0.3747371454246631,0.3675314018077555,0.35949737135336707,0.3516609981499896,0.34491318403061555,0.3398183183256504,0.33687566099741395,0.3363723412333858,0.3370802264684879,0.3367743216182029,0.3342575018182048,0.3298103690148503,0.3238364090478888,0.3164082480067226,0.3082212635007733,0.3004354142411446,0.2936720595137342,0.287753141163835,0.2821531360648769,0.27662130733741475,0.27152748788472236,0.26723990211713555,0.2635977429275743,0.26023214421979235,0.2565540387412658,0.2520755206126368,0.24714001936245467,0.24196294999771106,0.2357713570202441,0.22815888983519428,0.21902128234850038,0.20674297127305985,0.18896624529308226,0.1654201943239203,0.13802165691879964,0.10809805266437333,0.07552942320847589,0.04005639368118963,0.002026308272809363,-0.037129700365658436,-0.07507639240973207,-0.1095028186224053,-0.13891644367632228,-0.16351853972879093,-0.1848666637887345,-0.20401235967810283,-0.22077437815920986,-0.23523198121726996,-0.24789494507717558,-0.25857871753189376,-0.2670553969856476,-0.27335617799257894,-0.27698884560854775,-0.2776732314326874,-0.27611985599402866,-0.27340685977011103,-0.27009198218049535,-0.265907503074578,-0.26058471354546386,-0.25456298578224346,-0.2487391134628224,-0.24341503441495582,-0.23773084517978138,-0.23028487708808443,-0.22203375863249042"
35,"-0.14224336714101887,-0.14108237911910926,-0.1398181409761205,-0.13831599605614692,-0.136744688243157,-0.13544877235362324,-0.13429818692871015,-0.13326584636895122,-0.13242135759729695,-0.13173423970615078,-0.13116651389594491,-0.13054385522716483,-0.12973017199252262,-0.12890471059988318,-0.1281121923664995,-0.12742255828701227,-0.12721263199411303,-0.12734254237892928,-0.12682268412737335,-0.12455085584304393,-0.12059738793365493,-0.11616743291613946,-0.11187525828549555,-0.10735526092726422,-0.10216132296821229,-0.09569368874325485,-0.08715002696708057,-0.07519916853523956,-0.05765343605794565,-0.033719883546165785,-0.005478877450344033,0.02444593635720399,0.054881814712333166,0.08610465026291025,0.11883329254364777,0.15285718842910412,0.18652379723233242,0.21720399471606894,0.24181680326867738,0.2579325270295801,0.2649640716818087,0.2640198688988621,0.25677385195219765,0.24542968285587408,0.23359969331561065,0.22438810933315373,0.21816113575999396,0.2137459679889424,0.20977209459216578,0.20488676935597205,0.198585085777934,0.19137517555493316,0.18404542488706244,0.17778826220950295,0.17374696604429934,0.17205627836889514,0.17197063900092457,0.1726753633383173,0.1734972239153586,0.1733703927111574,0.17073782666951648,0.1646731303648039,0.15594796344643824,0.1459133900639515,0.13515888671544607,0.12372694998781347,0.11125360028465109,0.09697329310016534,0.08071284716709543,0.06331289434870468,0.04575149483981633,0.028951775470573538,0.013685552348411012,-6.669969235595374e-06,-0.01282841593734002,-0.025672363561935863,-0.0390688026647944,-0.05307523387872576,-0.06754605674066122,-0.08214546912855714,-0.09622873267285231,-0.10887131110171416,-0.11929891946634175,-0.1274912409060211,-0.13400145957531345,-0.13949975042087115,-0.14442435218965716,-0.14878795283356278,-0.15241417113406885,-0.15520828168807876,-0.1574973977240851,-0.1598625959703449,-0.16222903227723584,-0.16383542235467263,-0.16446268316353224,-0.16480520084305972,-0.16558244321066484,-0.16654996491052143,-0.16625905648687234,-0.16436525055793844"
36,"-0.17435010255181213,-0.1747479799451792,-0.17457155601687088,-0.17308520288496235,-0.17077171971632907,-0.1676866053162322,-0.1642032283187686,-0.16089545104106803,-0.1573535217353179,-0.15340269638833068,-0.1502768969074184,-0.14856933495878316,-0.14726152343110568,-0.14557308677818662,-0.1436612221107791,-0.1420937482768387,-0.14110880288121577,-0.14033253426549674,-0.13981016925821718,-0.13998483409608514,-0.1402300015370142,-0.13888799144170444,-0.13399671868478435,-0.12382815800946559,-0.10751966505719185,-0.08572272933424854,-0.06090516193325035,-0.03541525103543319,-0.010282467674835094,0.014246544332271016,0.03909501371491331,0.06656630412740439,0.0985240576430984,0.1338987977249587,0.16926850294977114,0.2014090939859496,0.22794925473273273,0.24756758063786505,0.26028892324752745,0.26675783681869286,0.2679714310425675,0.26520396075569413,0.259480214683217,0.251922293472826,0.2438029227566909,0.2359158114138752,0.2288438476658885,0.2229402156430718,0.2179553003697738,0.21330786443389965,0.20826099375098123,0.20258716608259827,0.1972218265346046,0.1928050445888307,0.18893701042814381,0.1856499804340161,0.18378318062974175,0.18397851894740722,0.1859166907355465,0.1888609840304393,0.19254768900721936,0.19706764111395356,0.2024604483725912,0.20808448042942831,0.21190570805687392,0.21033994210179244,0.19985099601314615,0.1788763716532287,0.14844107120374628,0.11143732025085157,0.07043367885625973,0.02759742517042796,-0.013828818171911339,-0.05050592509081281,-0.08082597375671385,-0.10509928357429132,-0.12437817490600112,-0.1391698469859084,-0.14983209184029495,-0.15747468404430215,-0.16333469104074066,-0.168106833621409,-0.1718034920188552,-0.1740718838944224,-0.1750398647291579,-0.17515286738087527,-0.17473234003672877,-0.17390086384842102,-0.17255284952877548,-0.17057878050207492,-0.16798529749636298,-0.16488465063382834,-0.16159100683179844,-0.15862486798105319,-0.1559312607174534,-0.15270706627390074,-0.14837315471555007,-0.14312850307490776,-0.13747025869328705,-0.132346247567734"
37,"-0.14009235804580597,-0.13602133106295827,-0.13240423652079417,-0.13054875356837237,-0.12950540688332668,-0.12826289986993838,-0.12652086951627445,-0.12492507710727127,-0.12391840083320438,-0.12312432974949766,-0.12220053182046256,-0.12129959845473848,-0.1209078664954254,-0.1210839834762572,-0.12100188550560392,-0.12004685524607861,-0.11851129516970699,-0.11674873784433135,-0.11484195329562696,-0.11297683375902123,-0.11149053609536883,-0.1104873268346894,-0.10977037200537357,-0.10911733984518959,-0.10827254069787925,-0.10736360648858884,-0.10670325515593562,-0.10567631883973982,-0.10283242384643551,-0.09676686684953467,-0.08615037345270318,-0.06977621375501131,-0.047485093203122164,-0.0202714720513249,0.01056141923954515,0.04418925368797613,0.08011308891005084,0.11678949307786762,0.15157165589438912,0.18226993212407172,0.2079522824155019,0.22908788793421841,0.24696019676545194,0.2622347150558061,0.2747222947148506,0.28403628225727856,0.2898319436358865,0.2916658865680106,0.2896736779164931,0.28543472215693166,0.2807623222580883,0.27632180083417623,0.27204901301350365,0.26785863953425193,0.2636447143554874,0.2593862277774637,0.25534270229942624,0.2516985023695966,0.2485174214006882,0.2457996565332014,0.2434320176045477,0.24103045991223224,0.23683285311843383,0.22778489418315365,0.21240270968242767,0.19215994235469913,0.16948163161651658,0.14607453921781838,0.1228219630739929,0.09940876474051616,0.07392697575005572,0.04435317563966068,0.010871002669490537,-0.02445097242145383,-0.059439787947197065,-0.09174540240596527,-0.11883737102918429,-0.13945349094251372,-0.1538441447048381,-0.1630138843715342,-0.1686073669385581,-0.17245733215390374,-0.1756536572811732,-0.17845341225006195,-0.18073243094589392,-0.1819006964387686,-0.1812011366573878,-0.17860608897132788,-0.1750081697611618,-0.17158765035072857,-0.16884295035125318,-0.16663740830750057,-0.16502790375653284,-0.16400573906593996,-0.16310206708808317,-0.16157275589570705,-0.1586283369389336,-0.15415009773588764,-0.14926418866030614,-0.14572527557636192"
38,"-0.19183133447608386,-0.19399523799352753,-0.19487918058118653,-0.1933016036997997,-0.19124758997747243,-0.1892479224703229,-0.1871479044596724,-0.18529760846614546,-0.18383974099772643,-0.1825247142572594,-0.18105091652021515,-0.17924830320880786,-0.17715476941549596,-0.17487562074784163,-0.1724389197921557,-0.16965622776115125,-0.16660454181611412,-0.16399525138842302,-0.1622170553818449,-0.16030837067418097,-0.1569317015069615,-0.15190848077720293,-0.14542205336585995,-0.13551154077111177,-0.11700965133390956,-0.08392083781359833,-0.033916050357548966,0.029033304997854004,0.09637230284270609,0.15935632660809268,0.21175074946123862,0.2502856684759352,0.27491828895541265,0.2885640460788374,0.2952575332218387,0.2976883216269278,0.2967830294077624,0.293004871794684,0.28725098283730705,0.2808935419590022,0.2748218815362564,0.2688072964640179,0.26260446466335774,0.2564528146711337,0.2503092938859468,0.24441358457029339,0.23954160561398147,0.23580235472797606,0.23284012950544258,0.2305655857290452,0.2289470790679426,0.22792895613739242,0.22749658026149494,0.22764800750118627,0.22811166271495656,0.22814071914483397,0.22702946943455543,0.2242371991829078,0.2190202089459965,0.2095632213382751,0.1924289689642112,0.1648529342666467,0.1272140807329306,0.08246651879689432,0.03483688242465138,-0.011171080630704877,-0.05185975608588972,-0.08483469338205635,-0.10928113576471071,-0.1257808344306533,-0.1354161346268284,-0.13955312638185774,-0.14037981228507262,-0.14043561581427472,-0.14156295247615475,-0.14437815309742724,-0.14827560028047887,-0.15185751270923403,-0.15372957971562556,-0.1536806239199256,-0.15268646775511968,-0.15115958073342167,-0.14825518250861486,-0.1435770747680118,-0.13812757520150604,-0.1329060740459052,-0.12783902215260962,-0.12242671241388597,-0.11662849281230997,-0.11068829924173568,-0.10483671515414955,-0.09923369567722623,-0.09346960919710495,-0.08744518132937368,-0.08191335868313993,-0.07696487259496781,-0.07185473409498871,-0.06656114024478293,-0.06250750362810326,-0.06047943470038958"
