id,heartbeat_signals
39,"-0.150281201264441,-0.1504641787775015,-0.14991631418926354,-0.1475138961921103,-0.14437332250981938,-0.14137075863472848,-0.13846941618144049,-0.13556778751281295,-0.13266937169842097,-0.12977864865455324,-0.12742400464401837,-0.12618979029635569,-0.12608819810641547,-0.12656099674553511,-0.12665361169525513,-0.12623323955865606,-0.1259638404446325,-0.12631599591033016,-0.12753219032956753,-0.12925057816426422,-0.13047230815867228,-0.1305386791613372,-0.12927939963582336,-0.12648112102372855,-0.12083984783312574,-0.11009051751638954,-0.09331533298173678,-0.07172643884629626,-0.046536210323820826,-0.01676496913976644,0.01966316973771648,0.062322369612606454,0.10749432335662873,0.15054095504179116,0.1883485288034516,0.21998969412812114,0.24531451072649324,0.26397664613478566,0.2760427330754155,0.28240719106114487,0.28445528888043337,0.28357674192655535,0.28097318093193746,0.2773555225296411,0.2729941020650894,0.26859173977547834,0.2650468215730207,0.26230074506935613,0.25969476094813065,0.25686291248018245,0.25327434723683656,0.24851563515560626,0.24299526797169663,0.23746445282156814,0.23248995378525372,0.2279783671991939,0.2230760923223125,0.21656492802061572,0.2067883263840694,0.19158645670944385,0.16875504605073272,0.13674167106937535,0.09598165537505127,0.04987466728852186,0.004031350538225453,-0.03613474831889196,-0.06780941279094677,-0.09081355800977942,-0.10644467860759332,-0.11659794146493818,-0.12303936131387017,-0.1275815302279888,-0.13184169874320728,-0.1366405791356845,-0.14192074563920698,-0.14629132179854076,-0.14788649352945005,-0.14631108432543838,-0.14260167828282921,-0.1379864769014988,-0.1331135706557499,-0.12753398080894407,-0.12082997827182418,-0.11425661467558246,-0.10948656345809038,-0.10618859376473577,-0.1029803046078579,-0.09936231392215722,-0.09561038155634638,-0.09222027096215657,-0.089248952693608,-0.08594693674969578,-0.08173735114691805,-0.07682407305129524,-0.07170077149301246,-0.06663038725122761,-0.06127250668223405,-0.056162148011091095,-0.053834536140292655,-0.054566444662903835"
40,"-0.11440500929292441,-0.1114847028052538,-0.10877479229362219,-0.10711706837818691,-0.10604414023139552,-0.10495092153255225,-0.10372158547196708,-0.1030164277061748,-0.10318403106089957,-0.10340256033551365,-0.10302122400413527,-0.10229995914201429,-0.10153501335851367,-0.10101880158719756,-0.10094082063360299,-0.10088278721230715,-0.1002663727501849,-0.09902611844522091,-0.09741436369530776,-0.09579785579759881,-0.09459079914126778,-0.09335587349613472,-0.09154390632440834,-0.08969502440630894,-0.08804294100980681,-0.085881763668893,-0.08250947338993375,-0.07695136789329426,-0.06797718069860703,-0.05574606682963856,-0.041550273774200064,-0.024997628444467734,-0.0031210118830294897,0.02704989037079475,0.06536492925478732,0.1078250317957804,0.14816779172143119,0.1811634766539824,0.20633481528005276,0.22714951087891866,0.24629153561652017,0.2639705763600301,0.2793064046250372,0.29108439175180373,0.29822694099305574,0.30049453848595603,0.29831012172985194,0.29264369028691295,0.2850969500940915,0.27647198781834215,0.26644299244867087,0.25533809615140446,0.24424051445656259,0.2334425302956189,0.22237670822904737,0.21028660478987338,0.1963708319304901,0.17956790674564505,0.15864984265125753,0.13291103064956933,0.10190828240464911,0.06551599030209854,0.02533696356636561,-0.014913326977158636,-0.05087780789014951,-0.07891428323768301,-0.09729824003182364,-0.10737362344035539,-0.1125823445856381,-0.11605260999349976,-0.11926718807455383,-0.12222395735417924,-0.12440081947460835,-0.12532621158615953,-0.12489182927245546,-0.1234753385319044,-0.12134180584224363,-0.11825149812093527,-0.11406986293063404,-0.10943060544741001,-0.10487431622420684,-0.10036544522531898,-0.095836428131024,-0.09146313703263576,-0.08781715751102481,-0.08473615202765294,-0.08119648916969557,-0.07709832020897045,-0.07314096109700052,-0.06948722490748538,-0.06594103795788286,-0.06237938230824114,-0.05863208722544644,-0.05468399368803889,-0.05064398829555694,-0.04657802039718095,-0.04264198088596405,-0.03841061903780263,-0.032113046518246424,-0.02434187100326357"
41,"-0.11215549226697186,-0.11043303494583201,-0.10852473947303343,-0.10721900707742144,-0.10705107344408599,-0.10735576489241266,-0.1065422256456579,-0.1045919478542851,-0.10281244761616132,-0.10167956481819335,-0.10068653769959257,-0.0995690314229174,-0.09849209176143714,-0.09748792284296481,-0.09631821655070849,-0.09493016159992163,-0.0935440487044582,-0.09245557666063242,-0.09194045970976555,-0.09202966885416192,-0.09266171393164119,-0.0934147312699492,-0.0933396292622814,-0.09194088255523397,-0.09001981963686506,-0.08869813679818511,-0.08839624596601547,-0.08866071879725623,-0.08824200449114017,-0.08640352100918297,-0.08328207572447638,-0.07803261144051199,-0.06818570928451173,-0.051654742354846184,-0.028621986187991555,-0.001228393160810748,0.0281506435326771,0.05842948965350192,0.08974995641168892,0.12203943789033928,0.1533637069367772,0.1799445594043816,0.19902600946309634,0.21102900907458955,0.21838422747825215,0.2237708459847056,0.22866803104740424,0.2328577512993184,0.23539538559301854,0.2354074525495441,0.23305233786695623,0.22976208073418575,0.22696795026952032,0.22575152437866014,0.22698143616177024,0.2303659872339216,0.2346147199862349,0.2389218790765435,0.24311466320251113,0.2463457371864261,0.24712386909395717,0.24473555226744764,0.23968861259219482,0.23289333913035898,0.22472890171437593,0.21454188431575894,0.20135036604822226,0.1842969954793487,0.16248344691093275,0.13543627005967895,0.10312956146214058,0.06626924315241312,0.02708006999614143,-0.011883323098793697,-0.048706649569474014,-0.08116615255240622,-0.10719109327982629,-0.12617505428808545,-0.1389963166740737,-0.14757213675799985,-0.15392912744896992,-0.1587484673624951,-0.16174266050035485,-0.16331838200399584,-0.16433490864205325,-0.16510544659701532,-0.16547964024846817,-0.16536506637182175,-0.16482510504760223,-0.16377101214735856,-0.16193336431022665,-0.15944043446291906,-0.15670196519476015,-0.1535624376934182,-0.15010886302827914,-0.14712088093423736,-0.14495619668350967,-0.14375129191450836,-0.14444451440474865,-0.14692050771009635"
42,"-0.1462765460291966,-0.14715981674430434,-0.14766552087517593,-0.14643135208087465,-0.14429851633470758,-0.1423085746745979,-0.1405013489268906,-0.13848486384096603,-0.13637122181512396,-0.13484434033065928,-0.13423363142323452,-0.1338742848496477,-0.133014337441428,-0.1316337700288963,-0.1298489214614147,-0.12752174259561333,-0.12425779614271237,-0.11998645828173371,-0.11555076802699504,-0.1115611841372014,-0.10796819376331546,-0.10469888251228376,-0.10139372196284169,-0.09773547911309521,-0.0943484011360417,-0.0914448539819196,-0.08663115333278026,-0.07634457507006542,-0.05971383026799426,-0.03842680937550036,-0.013030646642710253,0.01687329512465674,0.05047657465698918,0.08630180863800219,0.1229692274280818,0.15850515428679007,0.19054664758521922,0.21777517888734432,0.23980769930517654,0.2562952926892807,0.2673626201138682,0.27377501249585356,0.27619130642357037,0.27528760377935896,0.2722098262552849,0.26782313783473244,0.26210610143777263,0.2549965079004559,0.24711034006866645,0.23959802327611945,0.23330182468488342,0.22818932853359425,0.2242082219005468,0.22144665766548183,0.21924177437033637,0.21663023488428162,0.21352840584637328,0.21012459025546348,0.2057946840598887,0.19968704835463985,0.19133441338731477,0.1807797471147845,0.16828636638492778,0.15370265069310574,0.1367617155336488,0.11686321169694736,0.09216702040531866,0.06046709044314402,0.021458148181983105,-0.021734610341008653,-0.06348355993070731,-0.09846580999438037,-0.12375066266030421,-0.13955598572608363,-0.14851720637567223,-0.15360536793015667,-0.15660926687410537,-0.15797417477819686,-0.157484880552747,-0.15531975858114233,-0.15255699883966345,-0.15002673252333276,-0.14754258331679881,-0.1448799080191936,-0.14235717103432766,-0.13994728867684258,-0.13682862543518914,-0.13246509613333035,-0.1274988060837423,-0.12299047325293244,-0.1187228130534802,-0.11368004401845067,-0.10811508729290498,-0.1029749526538899,-0.09802283554218805,-0.0925126523426355,-0.08635917180255726,-0.07973671211356437,-0.07262680425956825,-0.06607690924479293"
43,"-0.09282099274526312,-0.09562165294712388,-0.09793789806465347,-0.09835729811692939,-0.0980175551499165,-0.09757482379705074,-0.09676336510779804,-0.0958643336155246,-0.09528218378460507,-0.09462268196080093,-0.09377795748415252,-0.09301421657920261,-0.092086365337536,-0.09076567009541725,-0.08948104440069704,-0.08894875178342032,-0.0891724640325049,-0.08946810668763983,-0.08959576110097311,-0.08940398775330183,-0.08855377074844384,-0.08742826819745142,-0.0867194573087936,-0.08646334190351812,-0.086308050455568,-0.0860526972888408,-0.08547378911246595,-0.08408919789241454,-0.08162825501396975,-0.07825579322025167,-0.07465243586057713,-0.07096038218555678,-0.06535701635461089,-0.05590950257246441,-0.04274488465949666,-0.026886740529409647,-0.007757380007832104,0.017166725161924745,0.04935338900004993,0.08676086921715553,0.12505611178063014,0.1602878326653404,0.19047750046752088,0.2154954165905391,0.23625183370631042,0.25357574285775974,0.2671824083600692,0.2760760938141442,0.28011710167259624,0.28047375500932026,0.27847554520195666,0.27501571447479645,0.27068570019847915,0.2655742899102403,0.2594549877680104,0.2523721015431806,0.24472862538649892,0.23695766360305448,0.2293171695618077,0.22173911138478458,0.21381223236354285,0.20487732463130814,0.19407068499963243,0.1807744653228669,0.16468662329359884,0.1461550034328355,0.12592362003501822,0.10417329517832141,0.08023721592876065,0.053616544851967984,0.02505574134130517,-0.0042306174277912945,-0.03315008573831957,-0.06000094160181557,-0.08272458436404562,-0.10052067248444563,-0.11403198016649096,-0.12422557676877233,-0.13192417368399945,-0.137475954286157,-0.1409909674787042,-0.14321715314860373,-0.14496740724204094,-0.14631445787876807,-0.1469750890128615,-0.14690463004055931,-0.1462492173138339,-0.14509514564733028,-0.14344046013016964,-0.14091615978728778,-0.13714036701519539,-0.13242059854495236,-0.12749957417649826,-0.1228649824283593,-0.11831137927804503,-0.11358724573976942,-0.1091081369698208,-0.10531590433846427,-0.10230703719851142,-0.10024986696756288"
44,"-0.2295090776405604,-0.22367812866634984,-0.21857456243623608,-0.2149815052517583,-0.21199330289661655,-0.20939254329655432,-0.20681482694988862,-0.20406360643896826,-0.20135009417220462,-0.1986111185331192,-0.19572370595331257,-0.1930553896273557,-0.19079646943281559,-0.18846132295276774,-0.18588847407436115,-0.18356858769699658,-0.18141179140491204,-0.17874871608513565,-0.1755790059962672,-0.17245376898531917,-0.16919588054783463,-0.16433664431129913,-0.15475785273069154,-0.13587656702836337,-0.10495134398466366,-0.06327857527545877,-0.01425835806658915,0.038767469862109216,0.09367553798138972,0.14883776060458387,0.2014530390174918,0.24774442734693147,0.28445634279082277,0.31063249006867827,0.32801149787417,0.3392142644128646,0.3460824659879993,0.3496318830040478,0.35022085031901323,0.34807401386436426,0.3439119710568347,0.3387826943261831,0.33362859666498307,0.32831903759926184,0.3219258354319354,0.31446251187379315,0.30674587104302486,0.299303547021671,0.2925350231007995,0.2867932540853638,0.2819113034643499,0.27744651704886236,0.2731713644249042,0.2688012541448251,0.26372013585814125,0.2565770711583486,0.24505853680233758,0.22621176384684194,0.19713406927227506,0.15699457565033703,0.10890054719053821,0.05857958617457815,0.011656733622096405,-0.02869023993000175,-0.06274183679974821,-0.09237085124542432,-0.11836515926799285,-0.1398551772886507,-0.15586521948901155,-0.1667201187375955,-0.17361785514196104,-0.1773313209981554,-0.17868718492369595,-0.17924230221646664,-0.17963523437411721,-0.17935517988082927,-0.17823839799090946,-0.17625761312294452,-0.17301120745911736,-0.1682543346609192,-0.16237708481944935,-0.1557288703759626,-0.14821675535400447,-0.13993547117071392,-0.13113286347350672,-0.12214687052583306,-0.1135360197065236,-0.10569947179447359,-0.09878058118530841,-0.09263231042536568,-0.08661662114134883,-0.08040759984814283,-0.07437743900808358,-0.068962487405958,-0.0639953761726566,-0.05895370401347855,-0.05381649300916802,-0.048218197222529846,-0.04104486008145569,-0.03324431329877975"
45,"-0.12036477917281763,-0.11741464409885771,-0.11513833680026808,-0.11405199237702779,-0.11302806924048892,-0.11167671437285753,-0.11001013592657682,-0.10835032449572513,-0.1071236252121831,-0.1064686948469924,-0.10630892908944711,-0.10619307354391272,-0.10578801701150842,-0.10518105756991247,-0.10442114338879926,-0.10350485218281802,-0.10257170022190909,-0.10167845089943173,-0.10069799094061604,-0.09967454047620383,-0.09870625746372308,-0.09770106549938828,-0.09651461977993747,-0.09491160254487996,-0.09254841105518596,-0.08944958941951708,-0.08630698502246226,-0.0840350444396396,-0.08252705510859082,-0.07959092196037842,-0.07197010401403814,-0.05821213962398342,-0.0394298000932054,-0.016644318275935155,0.010101445688020405,0.039508455511709895,0.0689547590871663,0.09660913238477131,0.12212429241241518,0.1458868488062346,0.1680552575446621,0.18861034154635392,0.20770656343486088,0.22502296658280235,0.23978912923391904,0.25244394843085016,0.26478407969296536,0.277338945288892,0.2882548254394934,0.29563948872383583,0.2991969442787098,0.29933304792017046,0.2961980082497879,0.29006781767260637,0.28219247935460123,0.27413951001532394,0.26627028460018837,0.2582400659118047,0.2503024537196403,0.24272637706394473,0.23497982006329632,0.22589201541522158,0.21356977998837423,0.19592526170542102,0.1717872707845094,0.14017907814858988,0.10022955572763581,0.05370295012719406,0.005450209675877948,-0.038800985170981406,-0.07451160503243748,-0.10024402208820904,-0.11764248681677181,-0.129050126593369,-0.1365765962661194,-0.1417545042190853,-0.1453405684262199,-0.14800927231309735,-0.1500713715884191,-0.15130894455387356,-0.15170409155206177,-0.15152767913073495,-0.15090188162604923,-0.1493653383614455,-0.14628101292958062,-0.1419877164282639,-0.13719530233106747,-0.13207200101435723,-0.12683036562762995,-0.12201098679810207,-0.11772807228234572,-0.11350956908377108,-0.10891104730463264,-0.10412175860244799,-0.1000259852581683,-0.0972496401870726,-0.09534049722328386,-0.09288460755500383,-0.08816621688617832,-0.08189417081182981"
46,"-0.19484762287786195,-0.19189462612350372,-0.18911484424665148,-0.18743907724813313,-0.1864905229645808,-0.18565332764821818,-0.18477405876141528,-0.18409459540288875,-0.18359510250858058,-0.18299545248866467,-0.18227320486763388,-0.18158806266871386,-0.1806209757915146,-0.17908824699339532,-0.17718896342447688,-0.17543665134771336,-0.1742478674819341,-0.17330216131091136,-0.17226781817030679,-0.17124558812111346,-0.16999703886430817,-0.16834993513623775,-0.16690853002640393,-0.1660944579207111,-0.16546000831549257,-0.16447101108209583,-0.16267110625998638,-0.15877439578459374,-0.1502258348085992,-0.13422186504012978,-0.10934042200508953,-0.07536603340618064,-0.03204068710790964,0.0205989237248122,0.08083027408888344,0.14426112173721295,0.2049718759548877,0.2584893020098328,0.30279665812460665,0.33742649541460745,0.36278800050265014,0.3799839868686137,0.3908805875746064,0.39700943450438786,0.39902014670153296,0.3978276049587677,0.3946587529383246,0.3903950604363341,0.3856965381891172,0.3808901621058244,0.37598317998703434,0.37110856871789655,0.36639692756233644,0.36163419049069323,0.35624304515539007,0.3496902516381178,0.34204845756715585,0.3339052809748426,0.32556419535855585,0.31673308976497294,0.30734253558373825,0.2978548279194582,0.28834246729571344,0.2782000000680523,0.2662369678119181,0.25076694616467615,0.22971583726164652,0.20007073818578103,0.15952653332759315,0.10884270132719975,0.05147155662721947,-0.0074506364738313735,-0.06290367278639064,-0.11151706227507341,-0.15141429442168652,-0.18216175529938505,-0.20431468973311595,-0.21882790635529892,-0.2276700068194517,-0.23335140574718027,-0.2373616505670939,-0.2400854076294543,-0.2415909076602074,-0.2419154753210666,-0.24101837125536796,-0.23899915974868913,-0.23602053039329796,-0.23229697643146419,-0.22825960458601924,-0.22395726478396505,-0.21908904331596357,-0.2137215596605151,-0.2079549259927711,-0.20152960984391666,-0.1945657984258078,-0.18790351536222505,-0.1823933747816231,-0.17879031198336537,-0.1779439579380806,-0.17911425282664029"
47,"-0.16318098494225297,-0.15883451474702992,-0.1547274590769936,-0.15195104394825343,-0.14999534727336217,-0.14857223557112242,-0.1472315988122469,-0.14573819233991947,-0.14436218737846596,-0.14304602950282064,-0.1415046547142773,-0.13983830483839776,-0.13841311686152447,-0.13714898894643368,-0.13566944695892091,-0.1340043483177662,-0.1325460162924721,-0.13124707788557155,-0.1297439845340833,-0.12804494490754204,-0.12618481838028162,-0.12390481537556286,-0.12109767124667781,-0.117888917578714,-0.11446143847204426,-0.11134794268878268,-0.10833911938940255,-0.1027918252557164,-0.09153188151808211,-0.07337549635264484,-0.047781955853751334,-0.013856130209818907,0.028057549764468503,0.07552722092769282,0.12421432557717327,0.169613978073907,0.20973388369385604,0.24495631861824446,0.27551018557537055,0.30029539530681143,0.3185931837897857,0.33141606781256117,0.34032615698313623,0.3462735882560425,0.3496550078197339,0.3501416886237229,0.3470273666477804,0.34050247664048805,0.33190209395014525,0.32236232623452177,0.3121127041780771,0.3012579714893244,0.2900875727034869,0.27828866252455253,0.2652835381048175,0.2511564726367206,0.23610711001153728,0.2203908149007019,0.2044954121828637,0.18848013021812093,0.1716034667141989,0.15248715995737572,0.1298196013192766,0.10332041068119935,0.07409624585893715,0.043664499121432776,0.012629004178253411,-0.019373338955681496,-0.052988770729743506,-0.08825899093681433,-0.12312778648405309,-0.15328372101793453,-0.1743660224895398,-0.18415997613729584,-0.18414364881107714,-0.17977618249735683,-0.17646125308771932,-0.17537512139094835,-0.17459798226815548,-0.17204598133789872,-0.16712010942896127,-0.16058596471869657,-0.15332750722725086,-0.14591778775661957,-0.1387002889888782,-0.1317044379149006,-0.12487637746936531,-0.11821445378477335,-0.11175365000416848,-0.10581496445923988,-0.10091030066597939,-0.09716956678828992,-0.09371676485023706,-0.08943663392670453,-0.08438690890984035,-0.07919779555213602,-0.07393723756782866,-0.06895089131989662,-0.06546901166343044,-0.06387767176392645"
48,"-0.2533705952139299,-0.24702805322703925,-0.2413837002698186,-0.2377468692526724,-0.23471600484582955,-0.23153091094945988,-0.2285567344747632,-0.22624667483942595,-0.224249060645628,-0.2214849650470757,-0.21740855297402695,-0.2134290201325192,-0.21103475515460968,-0.20952778074950318,-0.20806215532025385,-0.20662148518652368,-0.20477913994802643,-0.2024909159031818,-0.2002034393619062,-0.19801314987621932,-0.1957473440120182,-0.1926523026167467,-0.18764409615960786,-0.17949056572648203,-0.1667920571739403,-0.14910678540086442,-0.12702798212165967,-0.10022634698397226,-0.06644715370261489,-0.023003606687106326,0.031019692499857143,0.09315931361752017,0.15865563406277183,0.22362030842700653,0.28501766279746515,0.3389614155978194,0.38112475557290454,0.4091700953616433,0.4243336773291736,0.42980283465613045,0.4286684573559191,0.42290154184619605,0.4137298755585801,0.4027359771962593,0.3911252321066022,0.37952428587763615,0.3686006347587444,0.3583696049221699,0.3484967353486036,0.3391610170310916,0.3304247463762572,0.32223797659118303,0.31476799395968263,0.3078352480754482,0.3009440168303315,0.2940127616743538,0.2877732618339582,0.2832692404956283,0.28086978556687037,0.28030119593770864,0.2818074800520937,0.2858996630451267,0.29031422937674384,0.28904924699299706,0.2755720493442829,0.24515375295797615,0.19620412828437517,0.13237397642196924,0.06144044644071622,-0.008291150119360213,-0.07067467159839624,-0.12310529869532028,-0.16612596177134364,-0.20165883325498768,-0.23045348446971115,-0.2514182463734954,-0.2641149201962759,-0.2700550251563344,-0.2712223515452402,-0.26925388846946163,-0.2653649087769355,-0.2600646883371238,-0.25357959241085193,-0.24607183380359254,-0.23743005956177565,-0.22763122243376055,-0.2172988838830986,-0.20699553333943865,-0.1967200213855259,-0.18672523813542685,-0.17757376462422203,-0.1694490890230379,-0.16205965082434182,-0.15488862376455248,-0.14780150237193723,-0.14113845372425593,-0.13511751247126458,-0.12938733352384446,-0.123277448869759,-0.1174585553095675"
49,"-0.051938890812767924,-0.05150001515481184,-0.051106943784690495,-0.050378742583749525,-0.04956068259715085,-0.049011026632724386,-0.048449222330761876,-0.047631415181982883,-0.04671445097448401,-0.045985536407925465,-0.04563716054472511,-0.04544375102621201,-0.044848929126641845,-0.043793265935140324,-0.042978333121347356,-0.04281020394707069,-0.042593077490802655,-0.04150409220653806,-0.03933512820083096,-0.03581237227161094,-0.030269462073451603,-0.02204113183398626,-0.011046024298442925,0.0017876996769248255,0.015412661047325416,0.029412730658214037,0.04304368245478574,0.05504675835914574,0.06469869751591129,0.07228027264950099,0.07862953408438,0.08396202333939085,0.08801773209179375,0.09133797453041981,0.09468532927558793,0.09787505457174317,0.10049611652099433,0.10238056977928367,0.10304274283047643,0.1016758586844495,0.09752806479509823,0.09039920244172361,0.08009676313704517,0.06597506563683075,0.048332312140340505,0.028843718933564633,0.009776759453275607,-0.0062238574277208025,-0.0168168913247434,-0.021935062514641168,-0.023419324197224145,-0.02208238821188324,-0.017712336404594797,-0.010906795773866884,-0.0029666294976290475,0.004524893496119953,0.009703821600503204,0.011695117816939105,0.01115715037690368,0.00874734500917218,0.004812702002864433,0.00024196842674917285,-0.004249806976262205,-0.008607685611539018,-0.012343072636036179,-0.015112122429047803,-0.017499973236326127,-0.019900191789529398,-0.022134174767355574,-0.024203439001698412,-0.02614697988178638,-0.02752898850782759,-0.028266131056098764,-0.028820381162547704,-0.02915660201455772,-0.029003131744192556,-0.028503797623098848,-0.02742306080850665,-0.02537964180969876,-0.022973178838830877,-0.021178763935187916,-0.0203284359625876,-0.019792660564943554,-0.01869909362409017,-0.017011339667736602,-0.015152271055174471,-0.01328721118258136,-0.011527608490012553,-0.010184244216959848,-0.009379102579402665,-0.008580833333697302,-0.0074847895284343435,-0.006462869749797817,-0.005629341322492154,-0.004763072709573102,-0.003987338641127436,-0.0034002268553718906,-0.0024559366211885925,-9.339890317416888e-05,0.003483719391147888"
50,"-0.032670703272133284,-0.03344566984422026,-0.033698681763773886,-0.03324854696620738,-0.032569633236200546,-0.03184492453045651,-0.031223466985645487,-0.03054013702878433,-0.029564929955388952,-0.028553461936852598,-0.027962564277167257,-0.028120588928642,-0.029124230374005355,-0.030771751646232248,-0.03257735702451792,-0.03419136132300293,-0.0353526719496684,-0.03559155081924237,-0.03494340525895834,-0.033913829651282534,-0.03243207877267862,-0.029800141041569916,-0.025672808458931384,-0.02014397249851274,-0.013318197180557378,-0.005874466386851629,0.0006316890196602643,0.0047547849281442955,0.006474981752441544,0.007089868720712933,0.007933867995046362,0.009551993057915875,0.012197245507428844,0.016571320992074257,0.023042136898634102,0.03104297645938303,0.03984451470127204,0.04888867323217472,0.05756205414108184,0.06531881770969417,0.07214662025179153,0.07821902527984903,0.08331267628221883,0.08696178245423247,0.08906622794853114,0.08983235820941327,0.08907622148657868,0.08658969820466444,0.08297931622586174,0.0789780165267504,0.07409684664913785,0.06703817116236299,0.05698519207831798,0.0436246728971309,0.027566889608166223,0.011438024196975927,-0.001652798784485654,-0.01055231257043665,-0.015830922858645957,-0.018275312955621015,-0.018338366624494618,-0.01620728750092626,-0.01231981794717174,-0.00765636141680115,-0.0030853782578783573,0.0008346143881566848,0.0034373371609095482,0.004148224014359547,0.0027566191196745082,-0.0005037709219488651,-0.005024263698996001,-0.010008254314886056,-0.014752281586834948,-0.0185431032521145,-0.021057818041421705,-0.023002100072278986,-0.024936307748629982,-0.026470089945614728,-0.02704687846853282,-0.026742119928007013,-0.02640368526015724,-0.02641475020537576,-0.02607725256211324,-0.025142898151468307,-0.024371236323894596,-0.024277344218659902,-0.024287053440078976,-0.02349187689537069,-0.02208242827037532,-0.020806850706428515,-0.01982846138579153,-0.01895830378208241,-0.017870640922171277,-0.016635232249802234,-0.015692167848004313,-0.01488261603236507,-0.013827615304873198,-0.012297213388757555,-0.009992773840254987,-0.0074963804654871735"
51,"-0.12738223636449567,-0.12556414756325773,-0.12450135855550905,-0.12438232689312533,-0.12425534670002514,-0.12305857396135109,-0.12044935477653082,-0.1167297220892762,-0.11232786946721036,-0.1076210245849087,-0.10242726438040078,-0.09637765981661045,-0.08966069796312308,-0.08299245680596816,-0.077727440609794,-0.07566756359550467,-0.07784424302658179,-0.08363369881418038,-0.09121799813901055,-0.0983398941157815,-0.10304739854272638,-0.10400458476434972,-0.10029497276037112,-0.09162764121006917,-0.07772694816014444,-0.056808048139638675,-0.025892183036298214,0.01636101613711996,0.06599528908346358,0.11427143400765115,0.1539079663206182,0.1833113465627062,0.2046036635939724,0.22033646766093187,0.232064788355237,0.2406181056625196,0.24663654147839564,0.25034388859181766,0.25205647478616666,0.25249442531188954,0.2518793921875976,0.24970655152267573,0.24569632600268423,0.2398424259231505,0.2321977483906247,0.22307333858533943,0.2120674609355239,0.19789476144959955,0.17895530140085242,0.15265050275317987,0.11573103147595454,0.06704525958663016,0.010797214359092061,-0.04284952299559022,-0.08322034897656574,-0.10570232938486226,-0.11179303700939192,-0.10553520417826401,-0.09145100734689682,-0.07338150564385912,-0.0542051563729343,-0.03622967092244342,-0.020602471528646887,-0.007707239046266634,0.001390796150688517,0.005286932163617475,0.0034081444271738814,-0.0038233006126305036,-0.015023200451107555,-0.027951754327242007,-0.040126342945340954,-0.049946279124652215,-0.05765375174841217,-0.06393984526830723,-0.0683007014526347,-0.07026521618719106,-0.07041240934808324,-0.0693763198677061,-0.06732103368124842,-0.06439317449528312,-0.060782437328205735,-0.056858260164723035,-0.05323338303380781,-0.050161264182350285,-0.047236248391927804,-0.04420605813201123,-0.041586977819126486,-0.03986876103244791,-0.03903018305705977,-0.0384847782799215,-0.03747632480137619,-0.03581509562313026,-0.033753009242888155,-0.031829266437826714,-0.03036566022644971,-0.029111978549690165,-0.0278322871308517,-0.026685264406530684,-0.026440248350682566,-0.02709363092405878"
52,"-0.08691851740096897,-0.08488787985998492,-0.08284627673062098,-0.08125722524018436,-0.07969520294138929,-0.07813488583535821,-0.07721480273590545,-0.07745777881513144,-0.07881311004128452,-0.08110657630732598,-0.08418817499152423,-0.08778204760780145,-0.0915323935263177,-0.09524988058092243,-0.09857989257591387,-0.10116965820628707,-0.10306605700195592,-0.10447016988332816,-0.10550255318522289,-0.10590705243988882,-0.10526681582928388,-0.1033863818282588,-0.09989840940674027,-0.09446845878332444,-0.08741933416011596,-0.07885416149881991,-0.0676950318435375,-0.052380553432845284,-0.030982577741381828,-0.0007347448465404027,0.03940056116125837,0.08515878856819736,0.1290297620344011,0.16580805970268472,0.19407649754781445,0.214147180126242,0.22673294316292422,0.23339023861184258,0.23638042208514157,0.2376546060821366,0.23848179109952963,0.2389442400474209,0.23810916636813842,0.23524353832959566,0.2301068574460035,0.2223982510027577,0.21206933558866306,0.19914887951787982,0.18342242872601947,0.1652440090397331,0.14473114075749446,0.12032871550450416,0.08976220763665693,0.05243848380115171,0.01076671492099665,-0.029635568025445147,-0.06178454095484706,-0.08156108782298543,-0.08931732148179364,-0.0873755206591566,-0.07772467707386793,-0.06177358231510621,-0.041550226818786756,-0.019810868931570635,0.0009019489322722452,0.01841103429605584,0.03088780045369105,0.03721365195238141,0.03696348067164526,0.030489112909080518,0.019443005764534338,0.005839091555354253,-0.008978695444900486,-0.02394285431915172,-0.03806474307177227,-0.050454344106162896,-0.06024852259838842,-0.06711010383362284,-0.07144595326525088,-0.07398609662175815,-0.07519743816242086,-0.07505945380459983,-0.07349501148008736,-0.07073504827544863,-0.06721498420718877,-0.06329410462114751,-0.05916278077430523,-0.055121434561255844,-0.0517098250597087,-0.04922449965091319,-0.04765339688770573,-0.04670366931493253,-0.04567633672978727,-0.043971328505806345,-0.042139325573242375,-0.040900968650058905,-0.0399659441975026,-0.039690849296104974,-0.04111159054359015,-0.04346464248566653"
