id,heartbeat_signals
95,"-0.03598848267962251,-0.03521850576410657,-0.03404777159829786,-0.032524177286081424,-0.03071458813213207,-0.028689636436833366,-0.02651614502335692,-0.02425844083114781,-0.0219743915369896,-0.019706521541931254,-0.017482989073561328,-0.015324569339836669,-0.013247392328741892,-0.011257230791050787,-0.009351729426842148,-0.007528876628683179,-0.005788963931901869,-0.004128452913683189,-0.0025411681231033434,-0.001024974555731084,0.0004183629641831277,0.0017919390200947793,0.00310324312878707,0.004359438227749257,0.005570126444270906,0.0067505823826037314,0.007918952552665559,0.009090639871377926,0.010277548455086383,0.011489936364373288,0.012733201143482087,0.014003482306907289,0.015289270862241189,0.016575882605149972,0.017845686038369113,0.019075412831707106,0.020239427905611562,0.021315157171713617,0.022282506633522603,0.02312126931746805,0.0238141847582527,0.02435100126637968,0.02472707167491911,0.024940104983513733,0.024991295417581216,0.024887659283523322,0.024640002251936743,0.024257087203853833,0.023747312373899043,0.023121047676838313,0.02238845909750886,0.021556610080364524,0.02063117874665482,0.019621022327732163,0.018536405152842605,0.01738613728666699,0.016178995802525353,0.014927179644046884,0.013643973953705202,0.012339355177483968,0.011021060952183748,0.009697906110928467,0.008377774170278074,0.007063950489332338,0.005757673089717197,0.004462462017920443,0.003182794004172318,0.001921424460761434,0.0006807751845622767,-0.0005330014730595689,-0.0017134184641084405,-0.002857042022083367,-0.003963022209789391,-0.005029125558309977,-0.006054308433758093,-0.007041368555587457,-0.00799444642940167,-0.008914453758774532,-0.009800443576537698,-0.01065223527679604,-0.011468455951862355,-0.012240714479209214,-0.012960959046762976,-0.013625901183098255,-0.014227658977502333,-0.014752983113996032,-0.015192924864893043,-0.015542565723866697,-0.015789359925620916,-0.015912992677719395,-0.01589432553746334,-0.015717904937345567,-0.01536619306361442,-0.014825897339406757,-0.014103763762444682,-0.013232675747302608,-0.012264532681915324,-0.011266945008854362,-0.010324411102186348,-0.009524932040465561"
96,"-0.02568417810857873,-0.02545582078135969,-0.02485969474547567,-0.023946164172224116,-0.02278539886456188,-0.021451124506064068,-0.020012065401124768,-0.018532603454002816,-0.017068927174177517,-0.015659041873562707,-0.014323638576052289,-0.01307530605416024,-0.011921015292981174,-0.010857121915208379,-0.009871614188926348,-0.008953463926838101,-0.008094733664554876,-0.007283037568357298,-0.006503146691644979,-0.005745110482939908,-0.005004613890080778,-0.004274541115982411,-0.0035470971009850527,-0.0028190709066197583,-0.0020872678323430316,-0.0013447801337931886,-0.000582499175218798,0.00020715727060061084,0.0010314632763355758,0.001898465451224629,0.002813995300668337,0.0037769047449152104,0.004781112325806913,0.005819422005323316,0.006883648592272196,0.007962940939674312,0.009047550425620055,0.010133547654588015,0.011221201574820816,0.012310836811493475,0.013403310211917818,0.014501920547850045,0.015608271908589544,0.016717832558642842,0.017820842753616173,0.018906288330102605,0.01995955070761657,0.020960980064395784,0.021889088768388965,0.02272582280567087,0.023455428110477294,0.024062789799799866,0.024535733196563547,0.02486882392071632,0.025060982262184672,0.025111530074454103,0.025021302096285558,0.02479563755852915,0.02444055620508001,0.023959407688175727,0.02335399354865575,0.022627916991894925,0.02178419302793605,0.020823341674194584,0.019746099587679034,0.01855695855777678,0.017263745596940605,0.01587341176425544,0.014394430407207337,0.012839003400880622,0.01122007657557944,0.009547538078544415,0.007829834652873402,0.006077507867599086,0.004301000026209922,0.0025076917113852626,0.000704192641631074,-0.0011008737683736447,-0.0028997209390329015,-0.004689442121902254,-0.006470044695005062,-0.008238610403578261,-0.009995102523603694,-0.011744966168701243,-0.01348639645533245,-0.015208068901019334,-0.016897002376781767,-0.018536928286783494,-0.020099605442612523,-0.021545722730816397,-0.022836549807071227,-0.023938972074172893,-0.02482145028996985,-0.0254604608805441,-0.02585601843055446,-0.026035422950325737,-0.026045190103110905,-0.025946302454642245,-0.025815845730859266,-0.02573350692103743"
97,"-0.028419429363637342,-0.028140180504415777,-0.0275956767044335,-0.02682546974450398,-0.02588315891082366,-0.024818251458607724,-0.023668764792107916,-0.02246467803760427,-0.021225740450125014,-0.019955546776100064,-0.018644728723443083,-0.017283914854413714,-0.015867921147635213,-0.014389943433335408,-0.012844092989249847,-0.01123368346802358,-0.009571207732481348,-0.007869086181065764,-0.006139342056150875,-0.004399671433058881,-0.0026729779762168712,-0.0009769231648316286,0.0006746392443982945,0.002266315643663124,0.003785696434587576,0.005226682337048247,0.006588093298189643,0.007870004376348591,0.009076246943431385,0.010216945683960966,0.01130553031330371,0.01235456401823819,0.013376502046581685,0.014385272370971362,0.015391802090517537,0.016400208166928658,0.01740807155433243,0.01841026707200987,0.01939631610760844,0.02034845709081012,0.021245848276954134,0.02206901113475151,0.02279977964158075,0.023419394778221303,0.023912432439695704,0.02427090144509597,0.02449142261167797,0.02457237056763606,0.024515063604523213,0.024324988629790267,0.024007862110630055,0.023565107804163047,0.022994663678820696,0.02229432547801186,0.021459308437776332,0.02048212284111101,0.019356488097217357,0.018083359664939243,0.016670688622823403,0.015131918702957554,0.013488697883689903,0.011772916545320821,0.01002245124433344,0.008275082848322134,0.006567589114840247,0.004936540052311214,0.0034122736483444688,0.002014034960154523,0.0007513086773623008,-0.0003737785183342973,-0.0013685974898884172,-0.0022513962234986633,-0.003047146201730612,-0.003781735518799994,-0.0044817882299738945,-0.005174869650557502,-0.005884441306713482,-0.006624913686689583,-0.007403456032683307,-0.008222053689678575,-0.009076417722567207,-0.009952159350337862,-0.010833274447583058,-0.011708116240674998,-0.012560344121316097,-0.013370373296024668,-0.014124173875944085,-0.014812559763395322,-0.015420960816778764,-0.015927986475604474,-0.01631451180309806,-0.016565727933050136,-0.016665013004138998,-0.01659916909260297,-0.01637315137362976,-0.01601432535100985,-0.015565493350801228,-0.015081586456143787,-0.0146315823521724,-0.014288075058299227"
98,"-0.023083317820001947,-0.02276225414132277,-0.022206797759493024,-0.021452068341381247,-0.02054222512077397,-0.01952482877532885,-0.018443998192584132,-0.017334946131275397,-0.016220705871605512,-0.015113997107419563,-0.014018397606523458,-0.012931466682292336,-0.011846354296240591,-0.010757027255912821,-0.009658974584714541,-0.008549212297648323,-0.007426338196411253,-0.00629048830188228,-0.0051433008478189435,-0.003985826508886847,-0.0028183816442513554,-0.0016409083063036456,-0.0004550429934607747,0.0007384254663246881,0.0019407681217349926,0.003152292631935394,0.0043707135215550474,0.0055950514253501615,0.006826729544300414,0.008065477897789719,0.009306619433938013,0.010544812718043195,0.011773399578804966,0.012981049131499667,0.014149842723864381,0.015260537294718823,0.016294810139579174,0.017233253798805137,0.01805614506744635,0.018748161869188262,0.01930013776167594,0.019705156403470314,0.019956610134158503,0.020051279984901638,0.019989947816653475,0.019773848934492855,0.01940433458855323,0.018887176503624814,0.01823532955910151,0.01746459591379851,0.016592682943831705,0.015642021850634458,0.014638772779502263,0.013607073400672964,0.012566361302580431,0.011533980485356587,0.01052538417899107,0.009550932433898651,0.008614927236261394,0.00772052551125757,0.006871182992648883,0.006067088482067329,0.005304599614125327,0.004579905932062589,0.003890123510433996,0.003230193118915703,0.0025919997350562496,0.0019697805578068883,0.0013613732056755867,0.0007651350560523573,0.00017938911152254322,-0.00039387532476631293,-0.0009491220436660397,-0.0014821883527644242,-0.0019918541797595557,-0.0024768625070896166,-0.002935546706514691,-0.0033699270716045504,-0.0037854418332716744,-0.004187055071880497,-0.004577389562755496,-0.004962737542962559,-0.005348389074110227,-0.005734774433704348,-0.006127124079728985,-0.006537005792665251,-0.00697639948328338,-0.007458136292305906,-0.008003901493248922,-0.008643826667294963,-0.009405685011965093,-0.01031034471584441,-0.011373417776338768,-0.01259733386626144,-0.01395770636315563,-0.015398053130863731,-0.016837657304827447,-0.018177080685531477,-0.019302563306569043,-0.020101682946397026"
99,"-0.01155845238061598,-0.014618912182394528,-0.01918122099465691,-0.023996185686521954,-0.028050328872729624,-0.030846552589174292,-0.032349004066506926,-0.03280850261179952,-0.03260620502566253,-0.032122066822940054,-0.03161291745223099,-0.031143233912871326,-0.03061826115613464,-0.02989845203371283,-0.028895371172381223,-0.027623856412376746,-0.026138238420590876,-0.02447456147921301,-0.022599027362014912,-0.020456375038275576,-0.018023159321831683,-0.015373924953801188,-0.012651852988281864,-0.010001934151184944,-0.007444063988308769,-0.0048086323722503765,-0.0017281215513995085,0.0022451642475983524,0.0074886571973658,0.01412566474848298,0.02193255842562103,0.030335134570392885,0.038572428584348256,0.0459204216539531,0.05191895874154612,0.05643190984381563,0.05956599133321963,0.061463514242341005,0.06216053945307501,0.06155319428855793,0.05953338794476523,0.05613919697829195,0.05164671518664238,0.04649241864950204,0.0411359094007866,0.035913801884584984,0.031014214251652794,0.026495418585865127,0.022358167447881994,0.01857485495353628,0.015134414527542217,0.012045118650896747,0.009348460022304772,0.0070831581796906296,0.005277350194584585,0.003927697257736673,0.003027798865909037,0.0025619876704680022,0.0025029172349473328,0.002758773425514005,0.003157705594851401,0.003442769239041965,0.0033500259652001763,0.0026877609239783773,0.0014359205585542378,-0.00023818029309902178,-0.0020106161638739906,-0.0035297580577884347,-0.004542513457786224,-0.005013210463574835,-0.00511578968834947,-0.005155226331646334,-0.005409221493147376,-0.006038150801408904,-0.007047657803865515,-0.008347074209635541,-0.0097883113543773,-0.011214891350779299,-0.012469528128260576,-0.013443121338394759,-0.01409513476073776,-0.014475459944330749,-0.014668274386448077,-0.014749995899907664,-0.01474215944709234,-0.014641002015430282,-0.014441569197766735,-0.014184902903191465,-0.013944358443914395,-0.013815302227095927,-0.013861861095279537,-0.014102837967653825,-0.014506435251740168,-0.014969162143105286,-0.015322560189088064,-0.01528407864307535,-0.014552998747562107,-0.01300521140065114,-0.01100215160953777,-0.009401958715574699"
100,"-0.007265195383540646,-0.011275787753817823,-0.01775339282524835,-0.024892571509366135,-0.031178161954454664,-0.035818444651781245,-0.03867820115609433,-0.03997420235581495,-0.04000305626651196,-0.039013493513101516,-0.03720213556607832,-0.03475861182259199,-0.03190167384752679,-0.028872429845672898,-0.025873595504671,-0.023044028831879837,-0.02041470538081952,-0.01793580792752425,-0.015482696936905072,-0.01291058727801242,-0.010060944855989962,-0.006795362429352525,-0.0029728228268397494,0.0015388442674660885,0.006883142553971822,0.013166338674352351,0.020408636884573894,0.02843173438158786,0.0368111461369795,0.04486684117257045,0.05180315164673327,0.05688209030691868,0.05963066402625719,0.05992119931804363,0.057978259207290966,0.05426146248882063,0.049358713220102546,0.043849585041387196,0.03823900696226018,0.03288797461834436,0.028028611583233776,0.023775102157498118,0.020182415421977462,0.017243621908680118,0.014902645108142432,0.01303121040461569,0.011481315408412796,0.010119046251439001,0.008879479960751557,0.007733851211124354,0.006668676589722922,0.0056413422181044726,0.004618150653985298,0.003595088279438774,0.0026364151055655594,0.0018237463397798859,0.0012149657260533409,0.000778740388773902,0.00042659692049451525,5.3682518428521675e-05,-0.00038041197036942087,-0.0008586229576889037,-0.0013243399292269808,-0.0017517559521242343,-0.0021473298828640353,-0.0025546334060685405,-0.003003680215906135,-0.0035080837470770065,-0.004046824747300559,-0.004604014113545274,-0.005162241694009029,-0.005712523886085286,-0.006214639158086233,-0.00662139817749513,-0.0068936015955141094,-0.007050848040759505,-0.007142840547336382,-0.007230537044050189,-0.0073362131940170605,-0.007464527549201017,-0.007599416396988579,-0.007738803815028783,-0.007875855394719189,-0.008015871658783036,-0.00815612721216552,-0.00831440077989859,-0.008515949516377852,-0.008809556767060966,-0.009224423553901018,-0.009768554985359668,-0.010407012423919948,-0.011097655771136972,-0.01179367811639831,-0.01241772036614619,-0.012830527951762039,-0.012805367465191009,-0.012118960549928115,-0.010724253584372456,-0.008953774737011089,-0.007498605785404844"
101,"-0.019808516796832987,-0.02234536020847616,-0.026135091784579012,-0.029745010367470848,-0.03217958014750549,-0.03317950310095169,-0.03300944219552204,-0.03209346489386472,-0.030783039084520347,-0.029298238934382603,-0.027753591633322527,-0.026192015954481784,-0.02461056500108655,-0.02297350018403832,-0.021207275634574863,-0.019243383921085155,-0.01702028971131453,-0.014512934900291485,-0.011697681930785186,-0.008546735872630218,-0.00498148859787545,-0.0008880438670715862,0.003879327116395659,0.009423240834259994,0.015758736987580402,0.022729411173981584,0.029982363718537297,0.03694581131106761,0.042934667802788706,0.04730292955262527,0.04965949682831744,0.049959828792344674,0.04849874500400353,0.04575100105899488,0.0422283116894715,0.03834070226453165,0.03437770889484493,0.030504032824046123,0.026822694829561622,0.0233928770644386,0.020280771336232295,0.017554185390908528,0.015297024236317347,0.013552210304000445,0.012299299865243585,0.011423826357002564,0.010782897975327554,0.010251799188707611,0.009780576336579416,0.009350445439303579,0.00894713996430202,0.00851621981959344,0.007997361398446867,0.007329052525048507,0.00647948630353673,0.005423946333091734,0.004164911383222336,0.0027137357814379093,0.001111615300948332,-0.000595340428221347,-0.0023360496703767053,-0.004036417887960275,-0.005612839768608213,-0.007020906047967623,-0.008247105649471231,-0.00930702217390783,-0.010180700976897716,-0.010816771771071376,-0.01114552826989812,-0.011156375967333043,-0.010900283569647395,-0.01047642076112748,-0.009952168359817104,-0.009357202030839673,-0.008684152710775772,-0.00795200986901029,-0.0072066319331594575,-0.006530942445447163,-0.005993020484988565,-0.005630747385470869,-0.005412503412965508,-0.005278995831349942,-0.0051736705412483985,-0.005103020990665452,-0.005108032410727825,-0.005244212413504867,-0.005523171807013505,-0.005922434277292277,-0.006377434094879231,-0.006829270256886122,-0.007235071249182934,-0.007606472239035489,-0.007986018936173067,-0.008389411209682784,-0.008736956472816415,-0.008810833428828047,-0.008345036176867937,-0.0072234021217733035,-0.005700494402023859,-0.004398557829481564"
102,"-0.046600450726370576,-0.04600645040931581,-0.044574882642017075,-0.04222022579000996,-0.039254025010694846,-0.03624195246092182,-0.0336251897288988,-0.031483806433879616,-0.02960296738659493,-0.027701887570046546,-0.02561892152973519,-0.023341850748774803,-0.020927390372903282,-0.018391533132104565,-0.015628641583398176,-0.012436721514255122,-0.00854030715423476,-0.0036529523134174874,0.002504411233994447,0.01010048870485905,0.019077414227921294,0.029002269333810615,0.03908714667141572,0.048330387966933855,0.0557894585200506,0.060769813225769104,0.0629442767183435,0.06233190873479791,0.059273462543406485,0.05433742392218385,0.04824233933711995,0.04170882394276801,0.03535881193159665,0.029609719663024545,0.024669501667633,0.020541252841461508,0.01711296002097054,0.014218387090471726,0.011716819734130926,0.009481464244831372,0.007407027841172989,0.005396792022040256,0.003429824812375387,0.0015743073030354687,-1.2948480722599354e-05,-0.0011855446514686951,-0.0018681981219543092,-0.002118157656226624,-0.002086357619588225,-0.0019798745019543457,-0.0019714159453903674,-0.00217473643470506,-0.002615194585453798,-0.003276563161256116,-0.004109707486876973,-0.005063432045493782,-0.006052864627522372,-0.006977731249831573,-0.0077268995364035975,-0.00824778390311412,-0.008552949808924404,-0.008722574882697981,-0.008830584171565847,-0.008925031276081491,-0.009006655254636772,-0.009078269861905047,-0.009140968949602452,-0.009204888438781159,-0.009245956124285026,-0.009226788003966868,-0.009100725673644713,-0.008861457882175211,-0.008526916189655426,-0.008144063950059857,-0.007741236317496097,-0.007328100378318658,-0.006868635667160103,-0.006320937207163924,-0.005651296340450779,-0.004886074473099425,-0.004091028799551713,-0.003357852011835194,-0.002737841359167631,-0.0022412417697274395,-0.0018327916679304057,-0.0014983599946473553,-0.001258329858907406,-0.0011788699166326716,-0.001300152276535363,-0.0016130694498892872,-0.002043435056746437,-0.002523052569903622,-0.003019790179877968,-0.003512025706983987,-0.003917211670430729,-0.004035865853300763,-0.00362493258177439,-0.0025786613489742344,-0.0011290880181860086,0.00015878320208553842"
103,"-0.03637279042768138,-0.03811070346074663,-0.040499887000007395,-0.04243423984630207,-0.043179573129615734,-0.04255743479872287,-0.040714981914582005,-0.037840310660383625,-0.03407775020779025,-0.029629755379874445,-0.02486776021342596,-0.02030589767173152,-0.01643873060227058,-0.013555634508975178,-0.011638500175181865,-0.010443877507220811,-0.009622310639737619,-0.008870249764076243,-0.007963337410737736,-0.006761080960890231,-0.005137382962509263,-0.0029664175510012436,-8.901945750339202e-05,0.003657172276173626,0.008433082017472282,0.014327214321191661,0.021308584022544763,0.029146477396292947,0.03741101090765919,0.045478079509292724,0.05262495228673475,0.058130747405733846,0.061455617632352744,0.06236529786035258,0.06101198518752929,0.057839905602247194,0.05343176297818064,0.048306359492125195,0.04284359993990683,0.03727583525823969,0.031781827100387905,0.026528471592108804,0.021707982203668208,0.017489305647637177,0.013993910632742634,0.011237667411873487,0.009143118034579234,0.007542952525231794,0.006250601276644396,0.00509276438406886,0.003969401042593579,0.002845183106042093,0.0017540292898252652,0.0007425414582418188,-0.00014604067668105847,-0.0009154560913069432,-0.0015965686692747116,-0.0022503895316916545,-0.0029158718482459878,-0.00360279367054428,-0.0042658889718980575,-0.0048530111126893205,-0.005327454183912617,-0.005716091136939994,-0.006079344365082173,-0.006495452836722482,-0.007001883483283677,-0.007601413411689406,-0.008252634740079534,-0.008912234190710466,-0.009526621203071572,-0.010052960271340061,-0.010442078924576659,-0.010673992284770284,-0.010750214873297359,-0.01070887289866429,-0.01058581920225965,-0.010421524639579793,-0.01023819804853593,-0.010058127339752476,-0.009874911189524216,-0.009673027039461157,-0.009422393306591559,-0.009118188833291963,-0.008764609416447522,-0.008383747642889128,-0.007982197302094374,-0.007577875498764097,-0.007198381451966163,-0.006911627786616137,-0.006784637208126776,-0.00686209368174201,-0.0071248337015060725,-0.007480419179756781,-0.0077808558965908325,-0.007820889229309402,-0.007395072946856485,-0.006416456020033268,-0.005101106779810238,-0.003985550830763129"
104,"0.018980291594158816,0.01725012259740144,0.014794713560366879,0.012392814235070548,0.010592326166748212,0.009539444604713343,0.009079178973812496,0.008945277820097686,0.008897340734413617,0.00876540416770799,0.008436965969372323,0.007822851283412313,0.006827660642248046,0.005331281260027132,0.003208386934308083,0.00034175547509807114,-0.003307663688589979,-0.007660085013244,-0.01246472549757971,-0.01733143689172456,-0.02177780051270839,-0.02533691006700245,-0.02762117865686603,-0.028402841892030906,-0.02765718021801855,-0.02564725809938534,-0.022922623969470424,-0.020228009652127676,-0.018244292141883167,-0.017361893496441128,-0.01756412641632399,-0.018536880483005058,-0.019832274883808454,-0.02104159756241908,-0.021860095839029092,-0.022133235285572095,-0.02183154058320158,-0.021031327411382694,-0.01984722459320376,-0.018411779038481457,-0.01684962711245591,-0.015292637676003418,-0.013842983550903076,-0.012539326808650886,-0.011286514726273622,-0.009847048766337574,-0.007860436524320114,-0.004946576159040372,-0.0008158164739217044,0.004601433421558387,0.011110017968767316,0.018272414114229307,0.02553614161999035,0.03236300452083696,0.038354214677839615,0.04329028149559422,0.04712529262126708,0.049887315300539636,0.051574375044215,0.05206770910302083,0.0511781725254431,0.048759414894333,0.04486091697456063,0.03977315087952138,0.033983633922084255,0.028025243310837777,0.022355305826843475,0.017273521251968516,0.01294026796765868,0.009393943812151306,0.006584737721412881,0.004375229133140812,0.0025905771617799056,0.0010599069463098632,-0.0003246133077997593,-0.0016140738765396678,-0.00281509858847917,-0.003941239746868885,-0.005024819786320189,-0.0061300619770505715,-0.007308256227729126,-0.008568034118439205,-0.009842738933464379,-0.011031502898953383,-0.01204567614024743,-0.01286695644239777,-0.013528706063932638,-0.01408329205138803,-0.01454507682836459,-0.014907071540848582,-0.01516486994615135,-0.01535326224382233,-0.015525090093737759,-0.01566339185582538,-0.01565816594085173,-0.015268517424513128,-0.014250382765272906,-0.012525064428779764,-0.010444604451902484,-0.008776520863930992"
105,"0.014800969224594784,0.013900727106683441,0.012581904856567572,0.011040955445945466,0.009423148297822481,0.007790529435318827,0.006163774713463688,0.004580741260080956,0.0031214814735111562,0.0018867341548150507,0.0009563294115481624,0.00036109302301018387,7.412240421661442e-05,8.600194807473205e-06,1.9325545585091586e-05,-8.818443188984837e-05,-0.0005168842148686736,-0.0014340115078626536,-0.0029336064285038765,-0.005029648821417987,-0.007645628927600179,-0.010609919107098353,-0.013654413004635102,-0.016461854072033988,-0.018740221788210942,-0.020297545471807343,-0.021053062995438798,-0.021002548052889092,-0.02016512701696932,-0.018588589329011918,-0.01641101461673905,-0.013940549977912053,-0.011638259757067726,-0.009973034896454402,-0.00921422360975932,-0.009327708250603861,-0.010039328694586902,-0.011010716875937188,-0.011978925309060029,-0.012800527960447172,-0.013412065379513949,-0.013780383442943245,-0.013871841269802954,-0.013642602725827735,-0.013024309742161455,-0.011897669138618727,-0.010069845824065948,-0.007284677994112088,-0.003284321897635445,0.002079900849126737,0.008715511746166305,0.016193036207667433,0.023757675556127622,0.030485886091208947,0.03554213389381733,0.038425040261753474,0.039085177097187784,0.03787663501039257,0.035383858027282,0.0322214434117864,0.028880627261049896,0.025658477189970552,0.02266100997596826,0.01986244641748619,0.017189683277120005,0.01459417624439735,0.012089785456043056,0.009749098931228828,0.007668344919319059,0.0059138096697506914,0.004479230811426815,0.0032891707354202326,0.002254514790227591,0.0013329802651109168,0.00053968104799762,-9.75306898103323e-05,-0.0005837970344535481,-0.0009566235355145669,-0.0012513794153342084,-0.001482327175930609,-0.001664913481787711,-0.001849765489899291,-0.002130167615923384,-0.002609097443824926,-0.003353335267341606,-0.004367867915634371,-0.00560704873569523,-0.007007539716963218,-0.008517412080830955,-0.010096947094521636,-0.011693816345621777,-0.013212547795282081,-0.01452341394751272,-0.015411320480060331,-0.015620054436558617,-0.01481412226652834,-0.01275961222538774,-0.009528709411193548,-0.005819702274436955,-0.002857467283541082"
106,"-0.02693801988216349,-0.02627281168170348,-0.02509525120382261,-0.023850064136855587,-0.022791170575139963,-0.0219138659951294,-0.02107953461965112,-0.020170371985556934,-0.0191564731490651,-0.018072551466227826,-0.016954985032730407,-0.01579287220502057,-0.014510196144180143,-0.012978469167568951,-0.011063618151561316,-0.00867915175503392,-0.005879871540847348,-0.0029026000404116514,-0.00013008036665174139,0.0020813728891225236,0.0035665228679417904,0.0044313674684629545,0.004966052347517569,0.00552266538717594,0.006408746445539681,0.007874743870044942,0.010095081681361973,0.013157307239272109,0.01700912711628083,0.021445649271805145,0.026093533444460082,0.03045398214263595,0.033964089690316945,0.036140257060448544,0.03671376832955453,0.0357332185928102,0.033517719951727254,0.03053384953571958,0.027223163095578096,0.0239140394790317,0.02078628285145795,0.01791795108050004,0.015317391659309898,0.012974092037782436,0.010864828971491547,0.008974175507982407,0.007279503235204543,0.005764380069649078,0.004410661083298351,0.003222765388122495,0.0022177662487902206,0.001427267239237362,0.0008605332285502865,0.0004957959744849028,0.00026406869589135074,8.674140544984166e-05,-9.510012617591768e-05,-0.00027806138014435655,-0.0004205418445329956,-0.0004788932964314707,-0.00047213828786663026,-0.00047853120205920696,-0.0006051981735730183,-0.0009108817601753971,-0.0013883749439817517,-0.001977304808817415,-0.0026378653760243953,-0.003375781957044799,-0.004239874641274621,-0.0052541639741537915,-0.006388140982010682,-0.007547469836047371,-0.008636843160571506,-0.009595269082231406,-0.010418046537997772,-0.011102912799643594,-0.011619398780715384,-0.011893470567444386,-0.011874757191726149,-0.011583071396459976,-0.011128069511537553,-0.010635031184297539,-0.010181774762983542,-0.009754983900156666,-0.009291720095533085,-0.00871702384624462,-0.007994377794079521,-0.0071289789836358475,-0.0061831035433786985,-0.0052471640300182365,-0.004419608337362768,-0.0037486868857106725,-0.003233383002329393,-0.0027573402438233474,-0.002140996990828703,-0.0010972372004683373,0.0006160700582639733,0.0030530660909414697,0.0057922021220086495,0.00799173066355452"
107,"-0.00687542631034746,-0.0050603377637734315,-0.0021000562466589184,0.0007524668783433358,0.002640645131689351,0.0033615271963811366,0.0031678115102537624,0.002438048927534228,0.001474035781010713,0.00045275551101642275,-0.0005494176936803319,-0.0015236838746272713,-0.002478742006911047,-0.003388026002791769,-0.004184342473911681,-0.004766972134626221,-0.005083703958162378,-0.005150844861388365,-0.005072271140790827,-0.004981920481630292,-0.0050270426334974305,-0.005318630379401584,-0.005937598017723311,-0.006904800128009259,-0.008213225688174702,-0.00983683396587913,-0.01178550711714571,-0.014077567700085364,-0.016699544999829785,-0.019500634188962293,-0.02218497062984838,-0.024356988463018647,-0.02567859935603195,-0.02595974624196644,-0.025208426678019716,-0.023556027045377487,-0.02121107845813555,-0.018392908590925128,-0.015326303793720852,-0.01217696991129319,-0.00901715335619753,-0.0057687270055958445,-0.0022506038891703523,0.001757168299299866,0.006379375216715388,0.011586717208270828,0.01715704556163953,0.022745151238923858,0.027931121127175718,0.032310997302925706,0.0355401842433104,0.03742852329063996,0.03797406660275353,0.037381774919847316,0.03595922156095697,0.03402590997357274,0.03182005314136246,0.029521688473826274,0.02726463987882155,0.025167819042216724,0.023281605186228994,0.021582752092328246,0.019973621288589427,0.018375024152064018,0.016766515231947887,0.015213197625121855,0.013787505968519576,0.012523475566984243,0.01136992163775151,0.010245672957549967,0.009068449083655783,0.007808810450801659,0.006464782557315876,0.005062802432421645,0.0036094792696252653,0.002100464920855291,0.0005093135642724594,-0.0011549851393050647,-0.0028415076300941366,-0.004444986516112151,-0.005876226634444023,-0.007080383558448158,-0.008065768872484877,-0.008858134002827686,-0.009501997548778951,-0.010030016728500318,-0.010489291500566433,-0.010923500486639856,-0.01139525604391245,-0.011953857115692718,-0.012639397520823437,-0.013445151403897918,-0.014335269928661715,-0.015271914914220752,-0.016270732959213566,-0.017429282513741817,-0.018884558105498037,-0.020676239594242737,-0.02260196787247601,-0.024206082226634576"
108,"-0.038387619360771494,-0.037120584525196496,-0.034957556812767285,-0.03276059052289211,-0.031095411724643016,-0.03008965523981784,-0.0296052778482543,-0.029460494705428233,-0.029523049048118713,-0.02968319897159001,-0.029795734532803222,-0.029671070343907716,-0.029108640013560297,-0.027958020540166592,-0.026175408046036394,-0.02377674204513873,-0.02078703016496254,-0.017141917669746057,-0.01270260647250894,-0.007298873913190382,-0.0008585343655637262,0.006533336918034205,0.01458147880894374,0.022832705288833494,0.03072058887064856,0.03768123994534546,0.04321977585776804,0.04701429265223127,0.04894707618743975,0.049144074526635176,0.04791025402686448,0.045664621955254545,0.042812497720715006,0.0396980624530399,0.03655582586936172,0.033546340819462325,0.030749690306568253,0.028204731790960294,0.02589806991990988,0.02380309525614155,0.021868098760613366,0.020043708074641703,0.018260656610462625,0.016476197027874062,0.014681755789488674,0.012944690044932775,0.011358692181909408,0.010013578505554496,0.008922062064301808,0.008034799110420321,0.007241963320265873,0.0064386015373458505,0.005532095189361305,0.00448682801608874,0.003308526902533568,0.0020628211500035715,0.0008249668395689663,-0.0003330016309329581,-0.0013909821824523022,-0.00234871006946695,-0.0032237619326083433,-0.0040077767064070485,-0.004692144678426713,-0.005258093715181003,-0.005708281794821149,-0.006035543329327708,-0.006238887993372924,-0.006302596692537521,-0.006236332726390681,-0.006061409192100714,-0.005828998908447264,-0.005576394613012195,-0.005334872623724174,-0.005103190833068372,-0.004887074217996057,-0.00469785673883126,-0.0045870190103909775,-0.004599702829890778,-0.00475497737674567,-0.00499527099423204,-0.005235515667450591,-0.005401848297721182,-0.00550291332064097,-0.005593566659465421,-0.005742091313897621,-0.005958273189901719,-0.006223387479185785,-0.006508397658327239,-0.006828007699056518,-0.007207390906759065,-0.007679984872492371,-0.008254085422681967,-0.008947785595051896,-0.009765363139048272,-0.010702287806558158,-0.011693247145052668,-0.01264222871298766,-0.013440482662759753,-0.014047212014842977,-0.014482833078217253"
