id,,label
11,"0.004676309099543044,0.007864728690083249,0.010710607373503399,0.012209094014481295,0.01318531495985089,0.014138414447266823,0.015014647963926119,0.015559359596300101,0.01588936918916968,0.016600802630567783,0.017889000118446935,0.01906281451747223,0.019728668116617068,0.02026127167933473,0.02089049286940138,0.021344096078198697,0.02131825247176026,0.021031972123043557,0.020963510756657283,0.021212941610101205,0.02148920326436462,0.02160180838224779,0.02168155178454631,0.021625566907380378,0.021158139993246505,0.02046810613464871,0.019977988769869386,0.019728624202376116,0.019363424598440752,0.018798750681554316,0.018239999006188737,0.017763330738608057,0.017322674000531155,0.016777703039249484,0.016049062480632592,0.01519072952523675,0.014110239650143852,0.012860172040278242,0.011814047222166571,0.011230796798523485,0.011143219240635632,0.011227955819884713,0.011224582377340642,0.011500527436207025,0.012280950761555179,0.01303181904292959,0.012813321874366762,0.010132887417224498,0.0026379614398480827,-0.012447640661616327,-0.037458033594344145,-0.07174594740783934,-0.10934510305218152,-0.14126739145541634,-0.1610201317112515,-0.16796431645437465,-0.16636331307263064,-0.16238052246880957,-0.1600148955205788,-0.15861905139406085,-0.15543692008556587,-0.14908335691979574,-0.1394802798568618,-0.1263027596581126,-0.1083229650296073,-0.08388797130885288,-0.05225996087123479,-0.015230861291892273,0.022285262863252303,0.05424037332852036,0.0767996494281777,0.09004732943103826,0.09629095622646462,0.09765867496656488,0.0958707802938613,0.09227995775022994,0.08744010588139192,0.08141571168673091,0.07430602153332831,0.06655368345539772,0.058858746185992156,0.051668564201697714,0.04534170413191477,0.040339213134078726,0.03652721909180111,0.03323951670066353,0.030563300983801125,0.028955236072578952,0.02750499534209562,0.024766555837672954,0.020889663669827127,0.017112921292260067,0.013839037239737714,0.010821824831234797,0.0081957897747892,0.00604930493000122,0.004302025051218197,0.002841729036369714,0.0007956084621695975,-0.001966853935763971",2
12,"0.05059439843427099,0.05012428434120891,0.04921056564488928,0.04788127760139613,0.0464068540600488,0.045028623630665066,0.04390774049110273,0.04271845814878268,0.04099231271544987,0.03894703483376592,0.03705007433141025,0.035359147563105015,0.03382675454771637,0.03241504420468662,0.031175619998792856,0.030067893288985917,0.028903423861141544,0.02758795591670561,0.026158806802667772,0.024894664519730686,0.0239971265286133,0.02313935287867898,0.022083174482362244,0.021000756446572066,0.01966909232254503,0.017482500202968293,0.013811885633222748,0.00788042891616092,-0.0008561348535969515,-0.01225949399355468,-0.026047266809380562,-0.042768760587110155,-0.06333013805237203,-0.08671362015563228,-0.10898841511779436,-0.1258444752914138,-0.1356159925009044,-0.13921917528846744,-0.13871772557483913,-0.13618550853109723,-0.13316939125436544,-0.13056811279010774,-0.1285896453784419,-0.12719218848810196,-0.12593989044475884,-0.12359877175681211,-0.11882765232938733,-0.11073261305082946,-0.09783535727564041,-0.07730076134393868,-0.04737937216713123,-0.010372855867317024,0.028256657948193147,0.06251206465061829,0.08726972829645668,0.10050335277927533,0.10438560780981564,0.10244032514288122,0.09725134919658977,0.09058861933225648,0.08336481649365639,0.07573678958076992,0.0678970717179826,0.05999749752793425,0.0520167739133216,0.044318980591325496,0.037540235511320984,0.03189395149988221,0.027175256211987332,0.023295496290514008,0.020416361413283193,0.018527148849495155,0.017114121793938827,0.01562944934851305,0.014017931148155346,0.012605571808520614,0.011608271612208204,0.010719451423124034,0.00948051903779188,0.00800188800023148,0.006786743059609884,0.006137468785638811,0.005982370647143451,0.006150750715995093,0.006390372133101008,0.006197430913843081,0.005404286903369221,0.004477457065161186,0.0036572734013266064,0.002669801335888067,0.0014249571446753873,0.0002606795862389183,-0.0007379349299914961,-0.0016572952795312346,-0.0023896531707349733,-0.002951271896081742,-0.0035029157298702013,-0.004578954449472372,-0.007281135156105789,-0.011267653454907656",2
13,"0.04696555557490533,0.04533002798005674,0.043432665087928896,0.04165389863290235,0.040015591604546596,0.03840415286599698,0.03678866363263947,0.035300605584974984,0.033807334288251514,0.03194270690264116,0.029882206335245867,0.028208159003697747,0.027002430671651798,0.02609779378490744,0.02551301750518363,0.02532497121418334,0.025364629737608432,0.025338879952163662,0.025222874180359067,0.025009832578475957,0.02456697682155745,0.02390126407847709,0.02311453049895,0.022148686913592425,0.02093411881628794,0.019522401606476406,0.018099811991014986,0.016851788411852947,0.01569974170290224,0.01451997961649884,0.013617027076311863,0.013398307512744304,0.01376465082290236,0.014275128820669239,0.014374914527073693,0.012736875652711616,0.007057554454656889,-0.004813622760918138,-0.024252842867000676,-0.05147043898386615,-0.08361146969144777,-0.1147100469026242,-0.13939630338766668,-0.15565322036263135,-0.16423589848517062,-0.16710605247033877,-0.1661486081129902,-0.161992489642575,-0.15424704839661846,-0.14394374943963206,-0.1342217893470079,-0.12730533116815962,-0.12259226760779408,-0.11807479527279006,-0.11203950241299553,-0.1031208101674178,-0.08935239814763198,-0.06805927953764669,-0.038399509279592764,-0.003477648326064939,0.03187637106651568,0.06370451390077704,0.0886551523409176,0.10435154062167812,0.11079892357411722,0.1101406784826429,0.10521514454366529,0.09840737664436433,0.09104584752497098,0.08363521160627665,0.07642112869087732,0.06943803310130382,0.062426483495666166,0.05541835561132341,0.049086929263841575,0.04394025343935258,0.03977420443040671,0.03607199087488676,0.032452055900229294,0.029004805381608018,0.025986902946924954,0.0231573572885728,0.02004642947920672,0.01682110830479651,0.014036429578385516,0.011531018852771094,0.008479565529393607,0.004873265718126116,0.0018379830178062717,0.00017222480445973354,-0.00039870861573890193,-0.0005450239863185186,-0.0004607390685064938,-7.472283473061725e-05,0.0002812886063701947,0.0001776741191353154,-3.4523595207489044e-05,-0.00010857660806579128,-0.0011308811175236716,-0.003477706587718468",2
14,"0.04903496547452322,0.04654852925340173,0.04449539457584293,0.0432960650100224,0.041802659878667596,0.03993232791940786,0.038267724709712084,0.036852144233630243,0.03552239923109901,0.03423681486846342,0.032946076261859455,0.03183801942785984,0.03105118609985094,0.030347432623498982,0.029681203452609203,0.029114883663558758,0.028483782016044026,0.02765518261988502,0.026735951068411187,0.02575551831488275,0.024676247051273775,0.023803271583515764,0.02332175300660856,0.02275847175054245,0.021706655864399807,0.020400190495206236,0.019017342989693986,0.017249848880103044,0.014934866819359432,0.012513766270088392,0.010532257550082594,0.008965574365790333,0.006908651281773565,0.0026683917885166886,-0.005462217988666737,-0.01887825690660483,-0.03851912036747064,-0.06384311197035107,-0.09256034427623681,-0.12110976247408993,-0.14493308523939463,-0.16058425162171874,-0.16738242798641,-0.1661147492103595,-0.15852859157851362,-0.1482179884428666,-0.13935275339175351,-0.13407112450357173,-0.1314687009254943,-0.1285946886481465,-0.12237568634154238,-0.11134847338351996,-0.09571219094114687,-0.07576623203194781,-0.05188625051705191,-0.025404505076409983,0.00251438672422577,0.03111920037797624,0.05786964505219815,0.07834063311772346,0.08985733944763637,0.09366009319526034,0.0927780700232285,0.08942785050618815,0.08470154637002845,0.0792407097940745,0.07342415219548026,0.0673361365411086,0.06088280061853252,0.054059573374391615,0.047390634627235216,0.041671608365118275,0.03718073538111016,0.033658492041807125,0.030972311851845007,0.0288432268122686,0.026600007909168687,0.024005361048898437,0.021422682983888337,0.019218144769669696,0.01728976258080068,0.015145883454732507,0.012810612602224561,0.010901627951447238,0.009567475177676407,0.00825002818264832,0.006636881342375986,0.005039118991174166,0.003790453206123548,0.002964934663439861,0.002475148712462724,0.002179910067069926,0.002051991102703987,0.002058486798789852,0.0020099371909132052,0.001775452167434216,0.001374644523644733,0.0006126033707603007,-0.0009821088904997666,-0.0030692229019095296",2
15,"0.05214912735379978,0.04848604878575997,0.04511420911579468,0.04330013844420208,0.04217518858771628,0.040941893694167314,0.03931117874790707,0.03755602436051261,0.036093877815102274,0.034902829375796335,0.03382795759655988,0.03291080570838223,0.032041583673329654,0.031005413353880795,0.02983294140520107,0.028681319915339093,0.027631983416970735,0.026668511238608222,0.02573399573609368,0.025025541143385288,0.024767186864704138,0.024740077840069305,0.024717542556669775,0.024761428105872937,0.024635737967305005,0.023480548217729172,0.020544493476056247,0.01578273317678283,0.009044061199944012,-0.0008511793050826333,-0.0158765065292783,-0.037959358427172796,-0.06710263137361494,-0.09889398772752797,-0.12631549574202885,-0.14540587173535233,-0.1562961312366708,-0.16012357245551162,-0.15814676748140682,-0.1523832668484385,-0.14532389351888841,-0.13890834987722295,-0.13386782801080968,-0.12931007331479283,-0.12308114473432447,-0.11303417360721718,-0.09790361488118174,-0.07785021137477027,-0.05431847625916719,-0.029056979678584838,-0.003335244101077925,0.022081480724151656,0.04574575089092034,0.06487230075540168,0.07734574072811434,0.08353742660713534,0.08539939659159589,0.08502350979158231,0.08378583890130241,0.08170036461137714,0.0782450728480703,0.073603286776353,0.06824233153693639,0.06231218629936716,0.055897765511928266,0.04953000854251559,0.04373001195752683,0.03826513974084441,0.03293699473908886,0.027967155462698075,0.02348745988420496,0.019489279527926465,0.016072763759837433,0.013600013434650685,0.012133095269167615,0.011264421691888654,0.010898216095913849,0.011040488021099179,0.011025038695797962,0.010248569468857147,0.009022817054002652,0.007726242997947191,0.006167707585536419,0.004307202122324716,0.002456350030410781,0.0005272152539617242,-0.0018396881370993101,-0.00442683059760296,-0.006609480370602203,-0.007980585004175908,-0.008530718179054209,-0.00837767342323073,-0.007706092399822992,-0.0067660315714112435,-0.005787146290832157,-0.004887505311245793,-0.003996725580508981,-0.0029762567277869384,-0.001290610528107583,0.0009670795575267982",2
16,"0.047287047462581146,0.04435741034572478,0.04160916744715151,0.040408412277914724,0.040334124619012604,0.04072575332816128,0.04094976717999438,0.04062901274057758,0.03974188348284935,0.03863800404416487,0.03764957714875736,0.036637838129759764,0.035518896765783986,0.034405230245839524,0.033390117071782965,0.032602087522275905,0.031957553002355296,0.03121173434270269,0.030221462732687637,0.028988640651597786,0.02754090118693328,0.026094023636640762,0.025111500650390556,0.024644561654096342,0.02427171846995775,0.023684241491432806,0.022761284034912177,0.02141705432748016,0.01978685956827246,0.01826899435177705,0.017141262777911934,0.016073771547004567,0.014281601848112613,0.011663195074811034,0.009096787901010706,0.006968926702548298,0.003962205713134964,-0.0017204430095821288,-0.010613624522655823,-0.022738621686003962,-0.03856072553943635,-0.05822138056999493,-0.08092782545505212,-0.1044980136312037,-0.12507162497216184,-0.13895907885918585,-0.14558470285453395,-0.14759171071866853,-0.14767379097284136,-0.1466328349114859,-0.14398912781252887,-0.13916831180156478,-0.1329507937507326,-0.1269320024728605,-0.1216829913709496,-0.11694124605630932,-0.11278222389372375,-0.10942877770706139,-0.10644852323855264,-0.10284908127487155,-0.09743766348561808,-0.0882775757290129,-0.07195822285964593,-0.0455683012993531,-0.010435729090493256,0.028076229038171557,0.06435936287797128,0.09386992937586475,0.11304303112681807,0.12105582132245274,0.12054894994424356,0.11532811979565695,0.10788905328997514,0.09935905840365829,0.09037879769214201,0.08140863454052888,0.07268978364074076,0.06406283753550898,0.055194201582907526,0.046189230573603815,0.037614475225390215,0.03022478575557401,0.024673600357645778,0.021064392429500062,0.01890234196153376,0.01757177559943439,0.01676498298344098,0.016635515133797657,0.017314761797922906,0.01822538989037717,0.018513831657164095,0.01802100273359232,0.01717866054937872,0.016171880062482435,0.014875116285073736,0.013169545874349348,0.011265763358445258,0.010061247343198687,0.010785306149321425,0.013124922180110465",2
17,"0.05242800924220384,0.05036165990131382,0.04761960553335713,0.044790598598841366,0.042360353461748074,0.04052107849352035,0.03893467308029856,0.03728405292491507,0.03575051909079584,0.034477838966098476,0.03337920858520205,0.03238130176280153,0.031208373938221914,0.02972904034147049,0.028365171948767767,0.027541099094361546,0.026948173553243873,0.025905781880754167,0.024247798640658208,0.02209571867724107,0.019297521825620986,0.01587271133766291,0.01254051218491474,0.00982974303066432,0.006988124238227991,0.002408823259757248,-0.005498529045285708,-0.017442037407731273,-0.032720247267793365,-0.050001485006580595,-0.0680320599043291,-0.08577207445169667,-0.10210547361969073,-0.11564359511365424,-0.12546514633053069,-0.13163408706585983,-0.13437167385999577,-0.13381225483631976,-0.1307412994679854,-0.1265245474884737,-0.12220815187580264,-0.11759369721500658,-0.11115543102877325,-0.10098916509730645,-0.08581117422378658,-0.06531318549200717,-0.04047968202618375,-0.013043339338750307,0.015422062412032228,0.042533196815575554,0.0645912187221552,0.07883361622007194,0.08544006245363596,0.08668848560424776,0.0846596060584639,0.08061274382748876,0.07540647692035478,0.06965740040375315,0.06393564347198796,0.05856705015689952,0.05334658585153274,0.04793875087426069,0.04234344175313759,0.03676432117138074,0.031602921381956556,0.027400979017135688,0.024173692950510917,0.021361603581975433,0.01873966136071628,0.016569889212465896,0.014790690215187516,0.012838184830372718,0.01040298934319786,0.007909553358841526,0.005903334196379964,0.0043035886889645075,0.0028273096249682023,0.001566058601133527,0.0007118942105183018,0.0001476661988679684,-0.0002928121528460864,-0.000636693636378971,-0.0008499301088310124,-0.000856675165136489,-0.0007663694211711425,-0.0006638658236085143,-0.0005209837696668052,-0.0005569299786470222,-0.0009573041902730672,-0.001439912673935631,-0.001873525139393456,-0.0026545770834462273,-0.0037795089822964673,-0.004828384998810123,-0.005598377250996406,-0.0058629664136910925,-0.005573373355420769,-0.00470955806805172,-0.002652449164477308,0.000174361457798769",2
18,"0.033558321787162025,0.03658301671834581,0.03853404719767468,0.03842284261127787,0.037382106160726056,0.03606080995543707,0.034462669462972745,0.03267604022723637,0.030870728103008453,0.029149437209178224,0.027579899314948572,0.026077533744668067,0.02436524318118518,0.02241941584461689,0.020511420847610706,0.01856391241204596,0.01645742738547072,0.01462175511832978,0.013178949804719474,0.011428361605626172,0.009232621384712873,0.007290203991458709,0.005670282792708575,0.003870484429126051,0.001948858319847778,0.00048281186798630055,-0.0003836850913580825,-0.0010698855176668569,-0.002032344259552947,-0.0034628214616062893,-0.005021335323570918,-0.006358093248390116,-0.00774489838578446,-0.009771883245487317,-0.01260798683241237,-0.015613939355776544,-0.018241446184731905,-0.020903639091889796,-0.024829732587430323,-0.031575774906158996,-0.042239997682479845,-0.05632501859239478,-0.07116535645334905,-0.08315376463690134,-0.0896848551358164,-0.09065197904691727,-0.08867033490085219,-0.08696862204449857,-0.08694276831520699,-0.08765874376172517,-0.08707063158556017,-0.08380905699961755,-0.07822006272231821,-0.07196858015307975,-0.06578037506140737,-0.05758122955880659,-0.044611858982356874,-0.02730149264903138,-0.008881078952284592,0.007960147939329025,0.02249655742686245,0.03493219251424091,0.04491550854278303,0.05167981540851439,0.05489496083901128,0.05491091261070527,0.05300807696830352,0.05053060632722562,0.04765303209673061,0.04408353918280164,0.04009682778710935,0.03628179210431244,0.032948782284004066,0.02988291743431059,0.026869630881456295,0.02428696524262331,0.022527899886060306,0.021409083721634733,0.02044709275878541,0.019165395544743613,0.017561181939246544,0.016086367310483053,0.014901575690226328,0.013610301950546098,0.01200424776235965,0.01043180447156089,0.008990120079308661,0.007573344394414462,0.006257607365444423,0.005226476179539349,0.00483151641258063,0.005039157328180999,0.0052980306863329996,0.005247522719199024,0.004870020991207993,0.004430250166763475,0.004250242677680427,0.00400744811635495,0.0031528717258526434,0.0021522457795099398",2
19,"0.04224085854094312,0.04417415727511108,0.04468877518488222,0.0429595993652107,0.04032144443052576,0.037867886867820805,0.03594369850925638,0.03433972401183758,0.03267217884151933,0.030676398225724363,0.028530206109557605,0.026769113777044183,0.025802300885188697,0.025433122041081224,0.024865021809402397,0.02356718271388695,0.021720988021943593,0.019348989645962808,0.015457634180346808,0.007941803237078791,-0.0055762726959083546,-0.025811523635385566,-0.050354321777646864,-0.07480979324557568,-0.09512511473585074,-0.10838221570493574,-0.11334790513824411,-0.11192051961332261,-0.10822715823860037,-0.10541943362531585,-0.10416532975801869,-0.10346079203088211,-0.10194070402103969,-0.09836062402092989,-0.0921312186844486,-0.08400490802865514,-0.07441784567679845,-0.06156125170503156,-0.043234430267644834,-0.019941561877378264,0.005233919413189405,0.02874354951232113,0.047887603000264116,0.061438536185850434,0.06962769239943736,0.07341757786804484,0.07384827135695544,0.07202823147650371,0.06909711479775914,0.06574690993268843,0.06204503252934576,0.057754480543932785,0.05279327836932241,0.047450950664299725,0.042347408760824226,0.03801596793149477,0.03444239986199673,0.03144796088326784,0.028919709680152256,0.02662879344500238,0.024358769249524966,0.022115808925884255,0.02002653822999277,0.0182097841931939,0.016766118480412533,0.015473442390232708,0.014040058428929886,0.012668259656026474,0.011535541903282882,0.010304194148732234,0.008720350079714348,0.007053452044102797,0.005507195131252787,0.004023371659825523,0.0025698909714726445,0.0012217035824577853,8.162403975613955e-05,-0.0008522555491036073,-0.0017157178363531294,-0.0027586280073313794,-0.004068694609575546,-0.0053864179003156615,-0.006291637464063163,-0.0068207667140854295,-0.007301937445463803,-0.007755506767820608,-0.008104738284720064,-0.008444564953958213,-0.008925365925642765,-0.009394217668113533,-0.009752360754342822,-0.010200253127412094,-0.010846151891257583,-0.01161026610093936,-0.012333020341580273,-0.012898572173360134,-0.013392881962206867,-0.014238170895244455,-0.015841673741093514,-0.017785850806174595",2
20,"0.05835899600556236,0.060881762971999064,0.06298415243205577,0.06349010131645755,0.06317098724775144,0.0624002055093918,0.06102713976623531,0.05915082090549383,0.05703377925612264,0.05461572509836992,0.05186507676703286,0.04882873825164984,0.04539858632237887,0.04191842181186529,0.03893319232895386,0.0361393041867673,0.03274171424145101,0.028227757397046006,0.02220816419180798,0.014566539332157909,0.006032469170268291,-0.002599020729577281,-0.011543367253674795,-0.020686982772287532,-0.02839026050367563,-0.03292130575529406,-0.03389145453344741,-0.03207598097260907,-0.028765434826357926,-0.025101789520909877,-0.021791399736392457,-0.01962925098238912,-0.019467810478332865,-0.022320074550962563,-0.029613095909695852,-0.0424119467984452,-0.060407092638967555,-0.08141628859781226,-0.1019831767924417,-0.11844209332971335,-0.12865648060084967,-0.13311331009227578,-0.13354633069144917,-0.13132495072337064,-0.12756462261319187,-0.12310530939811327,-0.1173958722051606,-0.10897425269314293,-0.09808527609211863,-0.08812550804799069,-0.0830032271106673,-0.0828125464581927,-0.0834901110899017,-0.07951352853100194,-0.06631198029773082,-0.04341410228325086,-0.015625291131415996,0.01129174917308589,0.035115993447257514,0.056121578895129774,0.07383710274850445,0.08705531237253583,0.09543788092612938,0.09949481441430612,0.09991197658647494,0.09758810454084141,0.09368043768998184,0.08882835963430019,0.08273185721439108,0.07515986815621677,0.0667712634407362,0.058835186561284794,0.052318356459163114,0.04707924287500986,0.04215739959629312,0.0369752346167393,0.031780910506647365,0.02679543549957867,0.022030586343739562,0.01783759114705496,0.014565239260257108,0.01217077686690151,0.010306487671663707,0.00857191774306796,0.006840540469653357,0.0053780664959062405,0.004543580244943175,0.00415049661558705,0.0035139201141584295,0.0023560598355705856,0.0010541518500657501,-0.00013565987800253504,-0.0015262188765724702,-0.0033674350805147427,-0.005319964300011297,-0.0069430814255922665,-0.008197183554362851,-0.009737803526521711,-0.012757734713409997,-0.01675550642619618",2
21,"0.029284020334843987,0.030281780279074452,0.031051992669890498,0.03151631497216239,0.03174021505098789,0.0315179073277261,0.031007838181561338,0.03053767315035643,0.030171137566306037,0.029995872403339084,0.030038833697953543,0.02975746086821207,0.02880113610055319,0.02766184130246089,0.02682017791194797,0.02613341472030766,0.02525042773155492,0.02405379559668242,0.022770052723823382,0.02162933362527244,0.020419662210276295,0.018946448478983885,0.017500799043614478,0.01638551860314314,0.015597560422111974,0.014858435861947246,0.014113620442705345,0.013764213575090077,0.013734549301794241,0.013468973173983635,0.012900779739872005,0.012330170821272943,0.01191150384854383,0.011547453970938794,0.010987216186567287,0.01014451133481932,0.009461992737613889,0.009286633221044529,0.009134137946300504,0.008323778826794245,0.007030636231199695,0.00564575355202912,0.0036854989703613596,0.0003616531886360304,-0.004740905971052145,-0.01203967280032755,-0.022447480827330477,-0.03734733825046879,-0.05770613766778349,-0.08252037319424133,-0.10806279828042352,-0.1294824319978972,-0.14362925328143264,-0.1496965322012947,-0.14838651827242955,-0.14223296044447942,-0.13507675928368154,-0.12951101795376777,-0.12582868020401247,-0.12322427445226453,-0.12067223750021092,-0.11678759109017203,-0.11035637851265001,-0.10128221569740997,-0.09004297512112916,-0.07596365500930752,-0.05722191442931198,-0.033871713801720896,-0.0090803561362357,0.014042829313141561,0.03472563467130873,0.05292663147812938,0.06753528778043585,0.07731258740594912,0.08233557302709335,0.08371378418613212,0.08252389055536843,0.07949209774987645,0.07529933331926564,0.0704635059377802,0.06529470812560703,0.059945621168647996,0.05429120000219328,0.04852109663568567,0.043373939457205586,0.03923400171892269,0.035787208398781294,0.03275997653500501,0.030248557697323326,0.02838528835331013,0.027137885404804992,0.02649960767150044,0.026379302373717863,0.026321924972547255,0.026070446074896562,0.025904039067022957,0.026027004430314166,0.026039141584848522,0.024793034873220363,0.02226430450634017",2
22,"0.040561590049845095,0.039750068528470586,0.03878196632748687,0.03772920242358379,0.036748445501107924,0.03590812757850901,0.03484927818179958,0.03356142092641032,0.0325618296018626,0.03202672795409306,0.0315325182376984,0.030827645975925824,0.029999891348050985,0.029008782009432067,0.027902211017165137,0.026961016547075473,0.02637528609579231,0.025807915281674358,0.024710561302245106,0.023102532825274226,0.021353030767422072,0.019719073758755187,0.01832186521228092,0.017078505276429706,0.015843602178834577,0.01458609085614959,0.013303913131472889,0.012027262198072017,0.010859390385517156,0.00997917504086737,0.00932689322928365,0.008562482718235481,0.007578677555527637,0.006488716291860682,0.005267579159777358,0.0037293488633304327,0.0015998638910111225,-0.0015952610388258997,-0.006284624737714821,-0.012558393747553184,-0.0200679505772426,-0.02884675135592991,-0.04011281023954966,-0.0547446794971595,-0.07217920556044706,-0.09128447249370798,-0.11054532980691033,-0.12789880116476215,-0.14154160471518373,-0.1509726974251422,-0.15720558680696675,-0.16173893647984405,-0.16483348210855556,-0.16385573367471826,-0.15319656141097687,-0.12813026638742317,-0.09109218400458582,-0.05185172614130672,-0.019292607697836833,0.0038053042748447136,0.01758137554302566,0.02111361580315326,0.013742054436622915,-0.0013804268466274744,-0.017244050066503872,-0.026509266427792513,-0.025177331885997276,-0.013962225488423394,0.003124929386441551,0.022188104579822596,0.041336349701942096,0.058991744544073035,0.07261702667943266,0.08066100501274791,0.0840214213934264,0.08449538274845214,0.08288700524996236,0.07917988378127055,0.07376444824495909,0.06741839068621117,0.06070130256451109,0.0539820952302109,0.04764568599994895,0.042044274991255265,0.037117323863764956,0.03246545642457033,0.028035504259910193,0.024157085430263167,0.020809802494792824,0.01758572332950206,0.014357454106214241,0.011492423783887717,0.009169035646686637,0.00698407168199993,0.004644609212075792,0.0022765723009393456,-0.00010287630460241448,-0.0028161644141835723,-0.0066325530918268025,-0.01107439001695025",2
