id,,label
370,"-0.006678966474998771,-0.007078057074128341,-0.0076290585197339444,-0.008321224834690555,-0.009140380210013066,-0.010067224165783317,-0.011077854851888946,-0.012148158155803612,-0.013254603909558349,-0.01437112781733485,-0.015469812380621673,-0.016523560546457983,-0.017505732037844002,-0.018387003598083207,-0.019135219161917183,-0.01971853126161638,-0.020107029187586112,-0.02027118679349177,-0.0201845650501713,-0.01982879285616812,-0.019196509628130243,-0.018289485957307727,-0.017119460441837153,-0.0157105147304355,-0.014097378636660829,-0.012319907431985022,-0.010420299811669476,-0.00844202735130306,-0.006427214181906615,-0.004410576261667909,-0.002417239589007858,-0.0004643928218214244,0.001439163957485723,0.003295194319150041,0.0051140086685977915,0.006908764938853007,0.008691622894012652,0.010472814722857993,0.012257301815866928,0.014040088284302865,0.015805833200374986,0.017534168189933363,0.019202044924369444,0.020785851929115085,0.022264656653266657,0.023626374555476726,0.024868644793825556,0.025995641351530985,0.02701642466222276,0.027944978607654214,0.02879724700893327,0.02958539649519598,0.030315652833102058,0.030989483149977293,0.03160217824491468,0.032139049947348286,0.032575107478476584,0.03287882523050861,0.03301308797802455,0.03293530415097773,0.03260058780229169,0.031968977309887625,0.031008992887886666,0.02969873183610644,0.028028869782699972,0.02600700672965489,0.02365742876153798,0.021017203598710732,0.01813351622074194,0.015063642695284485,0.011870412476599035,0.008615862207090708,0.005358705759216986,0.002154357523606598,-0.0009471653578017047,-0.003904910086868829,-0.006686536159234202,-0.009265488487581741,-0.0116212787810972,-0.01374237705188619,-0.015625416079040333,-0.017270441555579552,-0.01868471295288121,-0.019885469732049965,-0.020890535443525426,-0.021716064553653214,-0.022380323162232152,-0.022900662464817145,-0.023284936471409168,-0.023530083311566696,-0.023629217453401297,-0.023575103816521115,-0.02335851883194895,-0.02297564796260393,-0.022441912636731898,-0.021797583480735183,-0.0211027483314149,-0.020433771114105936,-0.019880827092192077,-0.019534378475271397",1
371,"-0.015255993594052528,-0.014938333718053216,-0.014334063582763516,-0.013508224463070918,-0.01254722745772877,-0.011537890960983416,-0.010555058750676197,-0.009658856922473914,-0.008889895266081946,-0.008262332773277887,-0.007767612064715384,-0.00738722084658632,-0.007098734963754882,-0.006875223973298225,-0.006689214345381894,-0.0065221373141324725,-0.006365420781906251,-0.006213140705920626,-0.006060485553846812,-0.005908775826932214,-0.005762968626437249,-0.0056226264861556005,-0.005482920849995361,-0.005338323791006287,-0.0051793929350153825,-0.0049902045709902185,-0.004752258087399216,-0.0044466256948914535,-0.004054061757882512,-0.0035541093430409227,-0.002928682104071997,-0.002165062130353384,-0.0012546182339216814,-0.00019198174813608252,0.0010220485650573232,0.002378095169393973,0.0038597284163633585,0.005445387023847258,0.007106756198942124,0.008807665765587783,0.010508862912648704,0.012171567417475358,0.013758076726924352,0.015232480199054658,0.016564638577300467,0.017733458582708837,0.018725214678950598,0.01953125649337101,0.020149348850481492,0.02058455625968023,0.020844877131613915,0.02093875414172364,0.020875911807312148,0.020668296565685616,0.020327797578998042,0.019864000861844422,0.019286979328296164,0.018609033882461795,0.01784217319041663,0.016996290197658803,0.016080997555067714,0.015106942376163807,0.01408340956768421,0.013016502035634925,0.011911216714365194,0.010773762656361902,0.009609233341965992,0.008420476501366236,0.007210509319010142,0.005984699708179858,0.004748750767506013,0.0035069146558772126,0.0022645843173471764,0.001029776633953732,-0.0001893715274102351,-0.0013871203922341544,-0.0025584493744812854,-0.0036979081531172417,-0.004802282069742996,-0.005871928592246391,-0.006907602084762087,-0.00790677097137907,-0.00886695600898692,-0.009787009645086999,-0.010660475226056499,-0.011475758278811508,-0.012222856261808152,-0.012894313108858083,-0.013479989590109754,-0.013967649240785782,-0.014349790041975414,-0.014623919950508327,-0.014788211436600408,-0.014842152127275108,-0.014794951938906304,-0.014666681339269686,-0.0144826912746303,-0.014272013319867636,-0.014070178792778016,-0.013914321701660019",1
372,"-0.02420402058469201,-0.023822628910632804,-0.023018980742741002,-0.021856742266622736,-0.020421626849778746,-0.018802120673866413,-0.017077861187520388,-0.015319234520423802,-0.013583003018013934,-0.011905480912879851,-0.010306088357930843,-0.008798309010239369,-0.007393836673252219,-0.006099429614487395,-0.004917394461793678,-0.0038529970262928537,-0.0029124203687389827,-0.002094246715498932,-0.0013875862715852783,-0.0007784831144355409,-0.0002496949285849537,0.00022494144858337117,0.0006750637470981369,0.0011265560022520327,0.0016025029878204977,0.0021233261109490087,0.002703600965507452,0.0033510679929382448,0.004069880884665283,0.004863828160429989,0.005734372574762309,0.006680000247969414,0.007698224731658099,0.00878614828463753,0.00993779150996732,0.011141176500126748,0.012380205071121198,0.013636749461067271,0.014887204759227307,0.01610223933543517,0.017249683730580362,0.01829752840346674,0.01921291309925885,0.019962366881268234,0.020516025326061338,0.020851504609876836,0.02095263905234801,0.02080905845985448,0.020419813436250794,0.019794201216739166,0.018949787592719286,0.017909933923072968,0.016705206311982773,0.015373136885807076,0.0139545388157582,0.012489191765514163,0.011016374722941258,0.00957369225154947,0.00819303718249681,0.006896830976651891,0.005700075556383771,0.00461086668412744,0.003628680149934921,0.002743891074556498,0.0019411387576528105,0.0012030813939988838,0.0005095063411965639,-0.00016195261291668261,-0.0008321064181280313,-0.001517131981899733,-0.0022301888016911797,-0.002981273023744596,-0.00377482598838616,-0.004607620228634007,-0.005470956475192829,-0.006352537692366239,-0.007235508190569229,-0.008097973845266948,-0.008917958560320738,-0.009676205028797014,-0.010355847187570155,-0.010940724509917954,-0.011419974760374513,-0.011788846223016819,-0.01204137176154127,-0.012168752967669533,-0.012163915323827462,-0.01202113972780261,-0.011730294748275027,-0.011278853429946112,-0.010659326860532559,-0.009873311926394512,-0.008928928978514716,-0.00784501978078947,-0.006659561486903637,-0.00543096172081145,-0.004230737688250913,-0.0031385839650278913,-0.002239796134026195,-0.0016152111391538604",1
373,"-0.018533234873644,-0.018424442906306293,-0.01830371995367641,-0.018193082458084597,-0.01812079537433453,-0.018107171489404217,-0.01815891623153376,-0.018272823460243948,-0.018435935476142418,-0.01862082208247995,-0.018789552380492902,-0.018905432247967313,-0.01893584479644167,-0.01884794484799418,-0.018608958199308467,-0.018194562154774385,-0.017587236035907672,-0.016770039768962686,-0.015726713770715384,-0.014448989150496194,-0.012938413000883497,-0.011199205004225554,-0.009242516503986997,-0.007092362369060634,-0.004780689626442736,-0.002345143106885106,0.00017010896089136862,0.0027159589365566283,0.005243251212552091,0.007707817110849446,0.010069740530989801,0.012294863940310652,0.014358108939924008,0.01624528700903438,0.01794961962280328,0.019468993739947815,0.020806762433234816,0.021970311357982553,0.02296647755781217,0.023799146894548817,0.024471061678444872,0.024985013773293263,0.02534206961190949,0.025542246722296824,0.025588178507540027,0.02548741054310033,0.025250726149136093,0.024890592092519148,0.024423457051877373,0.023869309385506965,0.02324766161035008,0.022574864560277852,0.021865769523871537,0.021133292590871045,0.020385430508165603,0.019623831356401222,0.018847134936279597,0.01805201870508194,0.017231894079646703,0.01637707165805935,0.01547805865039209,0.01452850421971913,0.013522886705507664,0.012456357485218394,0.011327932556219222,0.010141654383200693,0.008903664150256674,0.007621536821269037,0.006306743792973968,0.004975061434518313,0.0036432062786287966,0.002326591181318338,0.0010402032076179957,-0.00020215468187595453,-0.0013924911559342612,-0.00253003266269064,-0.0036191461745594955,-0.004667367721490845,-0.005685732002074451,-0.006688510270585368,-0.007688148420741225,-0.00869204851519223,-0.009705739546309544,-0.01073398560560107,-0.011775865666210472,-0.012824531850890497,-0.01387253073828415,-0.014911943554749119,-0.015928522634857556,-0.016902943279467064,-0.017815302887791318,-0.018646960330456763,-0.019377789882508933,-0.019989116146310604,-0.02047124510732723,-0.02082526406354207,-0.021059371580512187,-0.02118772616739356,-0.02123187561100659,-0.021216990630133603",1
374,"-0.004265060853207658,-0.004251389345942547,-0.0038825685944622323,-0.0032285226008423318,-0.0023821080865355504,-0.0014374947238747215,-0.0004768534918347389,0.00043209163560542496,0.0012416749735058574,0.0019301903641045226,0.0024975269322095595,0.0029516967563034124,0.0033016558491929526,0.003558143396706459,0.0037296857686892615,0.0038140842584244994,0.003799725895059669,0.003673837881625952,0.0034264972639208024,0.003046196884931074,0.002522533142099992,0.0018549268076853975,0.001049280743251002,0.00011305645160403222,-0.0009412053489915029,-0.002095512138693467,-0.003329768644701969,-0.004621787319574522,-0.005944306306003788,-0.007263668996959349,-0.008543128889309637,-0.009744158751076093,-0.010826676411320957,-0.011751471909349831,-0.012486573631648845,-0.013011707688525331,-0.013318058745057204,-0.01340844317727874,-0.013299412941242539,-0.01301943373068809,-0.012601095592800371,-0.012076103498738222,-0.011472146856198795,-0.010809830578558166,-0.010096347629904023,-0.009323981789836011,-0.008473910470392587,-0.007519163795058126,-0.006425621467313902,-0.005156817520806822,-0.003681642095128723,-0.001979953064085549,-4.371878934888995e-05,0.0021199091179382457,0.0044845388558131805,0.007004618864620005,0.009620163027489637,0.012260705278069828,0.014847563394635388,0.017298778769365808,0.019537175731247247,0.021495824770132677,0.023118539963069618,0.024362074521885324,0.025199443867071625,0.025620214056972013,0.02562608118603754,0.025229083801054708,0.0244530052002081,0.023331394466057143,0.021903582065672722,0.020213499239933486,0.018310979763072055,0.01625154931961681,0.014091368743391675,0.01188555199400887,0.009688487381386446,0.007551103176661411,0.005515783626922344,0.0036124537663097533,0.001860050282351644,0.0002650756853706526,-0.0011810920631487587,-0.002501466089906701,-0.003726963359649782,-0.004892425546610624,-0.006036563296898334,-0.007197273846156704,-0.008404137432417802,-0.009675385970017658,-0.011019193078648293,-0.012432976302473253,-0.013899877988164333,-0.015390652264356486,-0.01686932359950316,-0.018296697399262374,-0.01963012305317674,-0.020827221535204388,-0.021852167071567064,-0.02267821954881788",1
375,"-0.04161860999740935,-0.04142154908872525,-0.040976726279215225,-0.040308276882898175,-0.039446080244137816,-0.03841818919908824,-0.03724525523165012,-0.035938710318167644,-0.034500427432029745,-0.03292341717404551,-0.031194886987295667,-0.02930165681754693,-0.027234215551007745,-0.024987515132516014,-0.02256223235808069,-0.019966339461221394,-0.0172139704332549,-0.014322854712463029,-0.011312174252525953,-0.008202048686647534,-0.00501246813899342,-0.001760009697731102,0.0015396343772608456,0.004871778176232355,0.008223327527041024,0.01157856364385168,0.014915612921972743,0.018207108399702743,0.02142117856205994,0.024519042347500186,0.027455097959066865,0.030181965839393643,0.03265483632906718,0.03483214008795088,0.03667680461885542,0.03816095620370841,0.03926888225967118,0.039995216820708945,0.04034408549741869,0.04033093666589638,0.03998323259711589,0.03933611732764469,0.038428847022369594,0.03730442910694598,0.036008347486912506,0.03458368116973176,0.033067504268496306,0.031491496920990625,0.029882970352140548,0.028262203305247535,0.026640449001630095,0.025023249893413257,0.023412422325199744,0.021805316584857515,0.02019432183052583,0.01857147771130624,0.016932666122830564,0.015276741405451655,0.013605775716679314,0.011927821570762664,0.010257109767952577,0.00861050609756503,0.007002831978583146,0.005447131281451412,0.003953297198988626,0.0025253962089539783,0.0011596696052926236,-0.00015206610931634001,-0.001419244156916688,-0.00265240522916782,-0.0038630716454350345,-0.0050594998794941115,-0.006244943523902313,-0.007419313973452746,-0.008581813432739005,-0.009728437353543118,-0.01085172985841415,-0.011942239207064831,-0.01299081563986526,-0.01398535192462974,-0.014909368974431736,-0.01574681147140422,-0.016481469950803185,-0.017095904746053936,-0.0175788091457153,-0.017927968178253262,-0.01814702892231229,-0.018247282153375066,-0.018250268224509147,-0.018187001545448167,-0.018090672431432142,-0.01799321688948241,-0.017926064225368465,-0.017915902376231696,-0.017977007885405294,-0.018108789510022927,-0.018298894592529147,-0.018524865411891134,-0.01875443552727485,-0.01895187392389025",1
376,"-0.0010908055064889899,-0.0014082623325239463,-0.0019919066182593204,-0.0027759435823433987,-0.003674160722909159,-0.004601945654913953,-0.005489880623962995,-0.006285385299590329,-0.006957025237438741,-0.00750138240699999,-0.007938677733221988,-0.00829886658068707,-0.00861494260355855,-0.008925608865302304,-0.009271039317944041,-0.009682869842199238,-0.01018305461266561,-0.0107903973007063,-0.011520096965988436,-0.01237445551290789,-0.013341737085552585,-0.014403653372302205,-0.015530511060597774,-0.016675282196179253,-0.017779652020896652,-0.018776334220174495,-0.019589146531252266,-0.0201366623350015,-0.020340737881648308,-0.020133192286271473,-0.01945918480039771,-0.018281221646273382,-0.0165872289862517,-0.014393731369898355,-0.011743060278573914,-0.008700549361775944,-0.005353521410829454,-0.0018053509186906624,0.0018346705366350524,0.0054599482936353305,0.008971590561806353,0.01228345793908997,0.015329231604267746,0.0180649958981699,0.020465615667084658,0.02252175705544257,0.024239012043066832,0.0256352027673174,0.026733146660261387,0.027557786074192847,0.028136917329785183,0.0285009971617054,0.028680343458352076,0.02870380324279831,0.02860137880065955,0.028404531214022533,0.028140896694914985,0.02783275360322629,0.027496999375909215,0.02714562772868906,0.026781387373603083,0.026397647235506305,0.025982474778454057,0.025521263618448864,0.024995143669228725,0.024382475623293542,0.023662766241199285,0.022818950604963695,0.02183404958673052,0.020691246340018343,0.01937693347181274,0.017881237092960245,0.016194910112772076,0.014309669132174407,0.012221374623674564,0.009931699718968345,0.007446078701399517,0.004775356243350626,0.0019398258153761616,-0.0010281228908772255,-0.004086272736130381,-0.007184194595175442,-0.010259976409831395,-0.013241839047806014,-0.016057582727544095,-0.018639123307171768,-0.020923196525911347,-0.022857395251186463,-0.024409598982074565,-0.02557102986812998,-0.02635318291694938,-0.026786819703776832,-0.02692322509898215,-0.02682885260308271,-0.02657369687640665,-0.026224907238570017,-0.02584543909066611,-0.0254898653278689,-0.02519810663676586,-0.024995260776865758",1
377,"-0.0184831163966776,-0.018651531624590045,-0.019054301644380656,-0.01962759263905678,-0.020287031710876813,-0.020950614241129373,-0.02155054289402958,-0.02203486209567368,-0.02237016826472482,-0.02254792128028177,-0.022579877284462035,-0.022483611046943908,-0.022277063805828112,-0.021981525562055793,-0.02161916126635005,-0.021203177252397454,-0.020737795986147278,-0.020225438278360264,-0.019666660980611372,-0.01905237994607928,-0.018363820917147278,-0.017582825390615342,-0.016689054217965904,-0.01565685061686678,-0.014463468140650637,-0.013091877552559972,-0.011530226149715828,-0.009773093622491902,-0.007825281565271791,-0.005703128536889535,-0.0034294573729842237,-0.0010324294976823412,0.001454919347212258,0.003995997057906764,0.0065566568513101275,0.009107478801710811,0.011621676741493281,0.014074532918643856,0.016446184611740355,0.018721461622981106,0.0208861246969273,0.02292636720042668,0.024831801126347197,0.0265966340718769,0.02821718977837645,0.02969121460579005,0.0310210635143921,0.03221352222283569,0.03327631259961772,0.03421594334935768,0.03504076940973333,0.03576055528137684,0.036382324539665,0.036909205107848175,0.03734380263901266,0.037686924923427234,0.037935368978130046,0.03808139176161107,0.038115906455907456,0.03803081409171499,0.03781588977884337,0.037459765861434124,0.03695336862235998,0.036290204226421596,0.03546306137217803,0.034462406028173465,0.033279080231156055,0.03190452008672379,0.030327486925580682,0.028533968246480634,0.02651250624848356,0.024254890617643965,0.021755190939610536,0.019009644584093044,0.01602110574377147,0.012799407884482028,0.009359028187679641,0.005718859569982526,0.001906538662256263,-0.0020411886502815224,-0.00608117381029849,-0.010165011041423366,-0.014236069208383995,-0.01823128146074754,-0.02208781222356243,-0.02574615775924083,-0.029149585302571446,-0.0322468499299135,-0.034999644895229165,-0.0373843186882345,-0.039389026166219865,-0.04101470491254666,-0.04227879548568947,-0.043213573871507316,-0.04385980529407285,-0.044263988867703,-0.044477807465937824,-0.04455510021690068,-0.044543058138540315,-0.0444782269542216",1
378,"-0.048793197025686075,-0.048236263665437484,-0.04783271252580085,-0.04751677740809501,-0.04720023206753243,-0.04679204096093931,-0.046210530882900336,-0.04538370946928755,-0.04425460171323564,-0.04278692632795711,-0.04096412891646145,-0.0387781513923261,-0.036227853061169435,-0.03332413218886365,-0.030088767832894048,-0.026548180462011517,-0.022733642838024426,-0.018687543007307572,-0.014461889212775358,-0.010109930161794789,-0.005683519141603366,-0.0012389256514444003,0.0031697158144921023,0.007495527790347345,0.011694355858618444,0.01572565786903357,0.01955565474895049,0.0231574555166717,0.026507450531210397,0.02958726622774971,0.03238753807646838,0.03490779320120785,0.037153790646859475,0.03913687935600779,0.040876771006603696,0.04239814661189756,0.04372556137067418,0.044881237195903145,0.04588589385782238,0.0467566525845628,0.04750219650710946,0.0481235936915384,0.04861798993295485,0.04897830923027224,0.04919188591867363,0.04924186143128789,0.04911123017363622,0.04878258780149208,0.04823419068061435,0.04744104394252224,0.04637749077472919,0.04501731367639916,0.0433312727937748,0.04129022187203435,0.03887202203381657,0.03606322772767723,0.03286007315312606,0.02927248545206873,0.025329012043769306,0.021077348089790893,0.016580489398361598,0.011915574992304057,0.007174459204543682,0.002457342584995581,-0.0021345119717756655,-0.00650458076789312,-0.010562506032890828,-0.014231116988071335,-0.017453115411484643,-0.02019276042830831,-0.022434209477548206,-0.024181394408537116,-0.025459047939643542,-0.02630846483765864,-0.02677933356043849,-0.026926979269842277,-0.026810547096825788,-0.026488530821258904,-0.02601312232631786,-0.02542869749966503,-0.024774764408591776,-0.024083693666226313,-0.023379104519952343,-0.022677344071765804,-0.02198816884248128,-0.021315909566197166,-0.020658150623197535,-0.020006385127334436,-0.019348812275222838,-0.018671141845482853,-0.01795773153629515,-0.017193878013803177,-0.016369358270849677,-0.015481006301458045,-0.014532789238761612,-0.013537151763907684,-0.012515590533118959,-0.011496472348267561,-0.010510573077498253,-0.009585970590430148",1
379,"-0.06575557714742714,-0.06478209610506386,-0.06355452820590968,-0.06203648629283598,-0.06018172230313268,-0.057951561089407244,-0.05532306396350922,-0.05228819174182531,-0.0488554996371619,-0.04505393145252912,-0.040927950295740756,-0.036526218526455656,-0.031897328934698266,-0.02709281907233463,-0.022165162569383834,-0.017161536097583807,-0.012123502667773123,-0.007093748536826927,-0.0021154151167272484,0.002773856097734617,0.007542287272535642,0.012156719691089668,0.016586546148366244,0.020807240865800936,0.024794709431196826,0.028525805417292216,0.0319822745230855,0.035149310590551985,0.03801382661539193,0.0405652510132849,0.04279913533171259,0.044716511203838294,0.04632065997837159,0.047617250051075366,0.04861750290321881,0.04933609600585004,0.04978736404740636,0.049984513645264406,0.04994227105533455,0.04967473497937974,0.049190981272469736,0.04849608024422014,0.047594045905273885,0.04648811689186966,0.045178216778965996,0.04366342225378467,0.04194655882963794,0.04003324133003283,0.037929435374720544,0.03564266229235735,0.03318475959130657,0.030570815977295607,0.02781639538078201,0.024938583215942722,0.021959823900714326,0.018906770726516697,0.015807158822866818,0.012689445892146212,0.00958564950913332,0.006528311866332459,0.003546119795099889,0.0006640404441166647,-0.0020937631001562984,-0.004705838175147747,-0.0071562878936637375,-0.009433664528177343,-0.01152751985506456,-0.013430740471643554,-0.015141687328425635,-0.016664230397049506,-0.018003116411663578,-0.019165370719929964,-0.020160965876201087,-0.02100168586694623,-0.021695779721380648,-0.02224925840501657,-0.02266838228907697,-0.022959320245627246,-0.023125194960052053,-0.023168326702066755,-0.023093598386272063,-0.02290625497777682,-0.022609939182715755,-0.022207445573983797,-0.021700654453008783,-0.02108947381303994,-0.020372340079552076,-0.01954673354151959,-0.018610899149319293,-0.017564942093395708,-0.01641258599781259,-0.015161089023325969,-0.01382403434844165,-0.012421104663154714,-0.01097822722537306,-0.009527398079605842,-0.00810596279221909,-0.006754550875243237,-0.0055130415348852435,-0.004416754669132106",1
380,"-0.034598340282574136,-0.0343142172240144,-0.03420927373186189,-0.0342047345536135,-0.034197556499506454,-0.03408086310008007,-0.03375903950881892,-0.03315528581218291,-0.03221862318445168,-0.030929482899777705,-0.029297410662290024,-0.027350657754137253,-0.025129978836335498,-0.02268603268758046,-0.02007350708079292,-0.01734191306115279,-0.014533222458151418,-0.011684952236331814,-0.00883032968543812,-0.0059952114186929695,-0.00320035989692663,-0.0004684115795380861,0.00217839271115583,0.004720024557849423,0.007134764842320729,0.009402356456522432,0.011509191243152583,0.013448020525235083,0.015216114388984847,0.01681732386948892,0.018264161751848973,0.019574580087481863,0.0207674172106877,0.021861360131900265,0.02287666075589212,0.023830925299566208,0.024734996380260388,0.025593537602292604,0.026406603214298996,0.027168624642521566,0.02786540769668433,0.028477595044494985,0.028986064655693755,0.029372346877401923,0.029619131060955595,0.029715338189435725,0.02966035697877145,0.029463456139155852,0.029140580909199576,0.028714656608446798,0.02821538127373352,0.027673589782351127,0.027115009799002054,0.02655825762185049,0.026014846059893515,0.025486166534429866,0.024960273175966108,0.024415321487139097,0.023824710158259155,0.02315708586821913,0.0223776008421277,0.021452304377690745,0.020353314819820834,0.01905848205803068,0.01755051406843211,0.015820391534764,0.013870454924286735,0.01171247407033249,0.009365432046305133,0.006856612763385339,0.004223025293334903,0.001507276883050357,-0.001246900941088036,-0.00399498642929752,-0.006690800674368336,-0.009290604325067786,-0.01175697070221593,-0.01405725210494091,-0.01616177235626015,-0.018046368650252997,-0.019695439594133946,-0.021098249532830293,-0.022249292870446136,-0.023150528519560953,-0.0238084143989713,-0.024232134247118453,-0.02443465602754108,-0.02443089511658464,-0.02423444397032637,-0.023856574316126755,-0.023308086691147478,-0.022600178010971694,-0.021745195366536074,-0.020759156007511326,-0.019667212272062917,-0.01850585237630248,-0.017322214526304225,-0.016171197751989608,-0.015112119315837669,-0.014201614023995224",1
381,"-0.034258105123985194,-0.034229954852197375,-0.034285063053489495,-0.034379249467018314,-0.03445615916836653,-0.03445812522112457,-0.03433644561747101,-0.034055368466473945,-0.03359669817540423,-0.03296119277996923,-0.03216733648757891,-0.031244366871096496,-0.030227767448541054,-0.02915559876148227,-0.028063722323146745,-0.026979176474737354,-0.025918411972860045,-0.024886750995585294,-0.023879225017710226,-0.02287991254891142,-0.02186424061228248,-0.0208045653763822,-0.019670497778839002,-0.018430154609565763,-0.01705470237033324,-0.015516198105896772,-0.013785182061657297,-0.011833980604749827,-0.009638373487881824,-0.00717772248730042,-0.0044347828288989755,-0.0014015780766430397,0.0019152689692484293,0.005495360748889677,0.009304852149689125,0.013294460012621134,0.017400210118428072,0.021548650291270455,0.02566472571202677,0.029673407105250238,0.03350259478681761,0.0370896470605821,0.040386658203627746,0.04335914523363121,0.045984155769228485,0.048252614138716954,0.05016959920696795,0.05174977752591042,0.053012423732067604,0.053982037392398985,0.0546874249602739,0.05515755901163999,0.055416707413148414,0.05548692643862324,0.05538804124688179,0.05513511889800393,0.05473554215810206,0.05419250136811471,0.05350606354150944,0.05267135271016632,0.051676729207824734,0.05050703778898413,0.04914658719673087,0.047577605677430634,0.045779101078173345,0.043731053842864465,0.04141755436495109,0.038824999842477614,0.03594154961156554,0.03276025372392749,0.029282176295889917,0.025514369309491358,0.021468988250968046,0.017166741032006327,0.012639090594246782,0.007926201679260114,0.0030740580518473504,-0.0018636884093624628,-0.006825568163469298,-0.011748613498039906,-0.016572525687725492,-0.021237883442972116,-0.02569154179108052,-0.02989186452968906,-0.03380489767198813,-0.03740367439524889,-0.04067249879924345,-0.043605070882108854,-0.0461981273219319,-0.0484495593480872,-0.05036165047797381,-0.05194065347735399,-0.053194128240826866,-0.05413286038093845,-0.05477829553073066,-0.05516470700292392,-0.05533625793203545,-0.05534424609054661,-0.05524688231356034,-0.055101118836950735",1
382,"-0.046164134225077424,-0.045683729764312175,-0.04507215945452442,-0.04431612099287685,-0.043400833210966494,-0.04231162905871616,-0.04103755848293872,-0.039575260441810256,-0.0379297803786513,-0.03611228470406935,-0.034138266835290476,-0.032026562224113264,-0.029797370012878965,-0.027468888649653245,-0.025056609864695545,-0.022574583521876135,-0.020036177983016268,-0.01745281818335004,-0.014834800152485728,-0.012192082344253452,-0.009534269289804997,-0.006868866667650353,-0.004199719095156318,-0.0015292481021156323,0.0011391850384894764,0.00380329384422351,0.006461100106242734,0.009106376880579525,0.011727267497307015,0.01430874498331508,0.01683484899817128,0.019285942194832373,0.02163935953797136,0.023873832453983668,0.025971329050010927,0.027914407518367657,0.029685756622454595,0.03127232979608646,0.032665851937939416,0.03386128699610985,0.03485606215836251,0.035654800326203495,0.036270084468525976,0.03671937514897616,0.037022753314171764,0.037205332809306046,0.03729483621620494,0.037316769137090755,0.037290534990918445,0.03723203494895028,0.03715244588127592,0.03705582947643227,0.03693806417100726,0.036791845508578114,0.036608646318846694,0.03637702861600128,0.036083087373796785,0.03571520625934771,0.03526476238405363,0.034723310872582236,0.03408047131535047,0.03332707723876621,0.032453723719650884,0.031446874832950555,0.030287178849913998,0.028953150531590144,0.027422693456233438,0.025672005846339108,0.023677403267800712,0.021421834518284222,0.018898249640510234,0.016107841226529473,0.013061630809910962,0.009783142225480324,0.006307909443872772,0.002678578015337274,-0.0010585838435698824,-0.004852474729751699,-0.008649614113881043,-0.012399430533292066,-0.016056975832435094,-0.019577353143992837,-0.022921531797617578,-0.026060245112123903,-0.028965408619586464,-0.031609258306224464,-0.03397053870185979,-0.03603304331242452,-0.03777778087478728,-0.03918275489207396,-0.040231206066289715,-0.04091352509752538,-0.04122643260711939,-0.0411774525147548,-0.04079801485831386,-0.040147516775086656,-0.03930652287929326,-0.03837149385235539,-0.0374511428419495,-0.036651433828215785",1
383,"-0.023734547858211386,-0.023615632694108823,-0.02344260836778639,-0.023215948655796348,-0.022938282889436334,-0.022610615584830296,-0.022232171643886356,-0.021804951908967418,-0.021333268852701648,-0.020820510236178258,-0.020269557835486507,-0.01968500318363675,-0.019073517436824727,-0.01843940070095068,-0.017784276487128103,-0.01711069423444228,-0.016422640149833523,-0.015722801026611555,-0.015013000863145665,-0.014299179880379598,-0.013591783356388831,-0.012901754780593355,-0.012240250249581253,-0.011620551249933109,-0.011055306213321459,-0.010550419228938013,-0.01010188723771871,-0.00969699965076748,-0.009312653359978107,-0.00891186018898199,-0.008445684236521755,-0.007859403357594386,-0.007096617052961218,-0.006100574495187083,-0.004819067046586023,-0.0032116522335415287,-0.0012536366544507183,0.0010656611207017774,0.0037410508472711657,0.006747803217264481,0.010042903580326557,0.01357013459472639,0.01726326036390391,0.021046578021408024,0.024839413347596484,0.028564780223132635,0.032153213544827974,0.035542995200081307,0.038682661925564965,0.04153508598396766,0.04407617746089537,0.04629023764377488,0.04816711728389905,0.04970364450815129,0.0509008708732957,0.051759312235455324,0.05227842199412619,0.052459448440645706,0.052305119304495606,0.05181597403655175,0.050991142833679726,0.04983078548961645,0.048336031859554984,0.04650573386786311,0.044337224198138736,0.04183071820432932,0.038989996163315443,0.03582096298845955,0.03233410332559766,0.028549000270054803,0.024495478920020297,0.020211109004018568,0.015741468214489462,0.011142300961776874,0.006477326619061863,0.0018128390449403953,-0.002785927562188928,-0.007253627023159459,-0.011529435282335687,-0.015561998721574821,-0.019311366487520853,-0.022744220089540468,-0.025839065094249603,-0.028589961967246114,-0.0309958323783755,-0.03305941266317486,-0.034792659481251154,-0.03621466876924606,-0.037341244998604584,-0.03818344453040984,-0.03875462568461874,-0.03907066656300101,-0.03914507768370151,-0.03899266713429261,-0.03864195611873161,-0.03813902378064682,-0.037541127431454435,-0.03691468597786479,-0.0363358569063954,-0.035880824303951786",1
